X73_CC_12,X74_CN_12,X75_CO_12,X76_CS_12,X77_NC_12,X78_NN_12,X79_NO_12,X80_NS_12,X81_OC_12,X82_ON_12,X83_OO_12,X84_OS_12,X85_FC_12,X86_FN_12,X87_FO_12,X88_FS_12,X89_PC_12,X90_PN_12,X91_PO_12,X92_PS_12,X93_SC_12,X94_SN_12,X95_SO_12,X96_SS_12,X97_cC_12,X98_cN_12,X99_cO_12,X100_cS_12,X101_bC_12,X102_bN_12,X103_bO_12,X104_bS_12,X105_IC_12,X106_IN_12,X107_IO_12,X108_IS_12
2059,578,617,16,1049,284,296,9,1859,552,571,19,0,0,0,0,362,103,109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,314,295,18,487,141,134,8,926,234,227,18,0,0,0,0,143,36,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,192,117,0,135,40,30,0,248,77,55,0,0,0,0,0,0,0,0,0,128,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,744,836,24,424,126,143,4,1686,498,570,15,0,0,0,0,414,125,145,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,426,476,33,210,56,64,5,895,256,274,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,396,428,0,364,121,140,0,207,66,75,0,0,0,0,0,0,0,0,0,142,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,404,439,32,0,0,0,0,1278,395,431,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,303,345,0,536,158,184,1,893,252,280,0,0,0,0,0,162,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,1158,1276,22,1037,304,323,7,1623,402,495,18,0,0,0,0,396,103,121,5,202,55,57,1,0,0,0,0,0,0,0,0,0,0,0,0
2174,473,560,14,199,38,42,2,1816,404,488,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,697,644,28,594,191,186,5,701,207,193,7,0,0,0,0,0,0,0,0,113,34,38,2,0,0,0,0,0,0,0,0,0,0,0,0
676,165,185,8,140,35,37,2,112,27,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,424,527,19,840,234,283,13,536,153,179,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,627,657,11,394,129,129,0,1188,381,378,8,393,125,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,178,199,0,550,179,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,623,653,11,393,129,128,0,1184,379,379,8,200,65,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,388,356,7,442,107,102,3,404,111,94,3,0,0,0,0,0,0,0,0,225,50,51,3,0,0,0,0,0,0,0,0,0,0,0,0
832,254,238,4,0,0,0,0,822,247,236,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,375,468,56,204,54,59,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,291,277,14,0,0,0,0,351,90,78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,254,271,10,200,47,48,2,432,88,95,4,0,0,0,0,0,0,0,0,389,87,85,4,0,0,0,0,0,0,0,0,0,0,0,0
1738,423,501,11,0,0,0,0,862,213,249,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,526,622,16,151,47,61,2,502,158,191,6,259,80,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,357,316,13,481,158,130,3,1421,437,469,14,0,0,0,0,307,96,109,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,324,360,0,746,258,285,0,134,41,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,409,471,33,0,0,0,0,1317,402,460,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,284,261,16,277,83,82,5,1046,269,258,22,0,0,0,0,143,36,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,1026,1002,48,639,164,159,7,1305,340,340,16,0,0,0,0,0,0,0,0,161,44,44,2,138,34,34,1,0,0,0,0,0,0,0,0
1578,419,415,0,478,128,139,0,0,0,0,0,0,0,0,0,0,0,0,0,213,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,438,413,9,0,0,0,0,1532,404,381,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,622,661,0,172,54,56,0,774,229,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,230,214,12,220,60,57,4,146,39,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,517,516,0,0,0,0,0,238,61,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,424,499,11,241,57,66,2,872,216,250,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,582,591,16,162,50,51,1,374,113,117,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,538,595,7,905,239,270,3,2037,569,636,9,0,0,0,0,496,140,153,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,563,615,50,601,167,188,16,1190,331,359,26,0,0,0,0,0,0,0,0,194,58,60,4,0,0,0,0,0,0,0,0,0,0,0,0
1210,277,296,16,176,37,40,2,109,25,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,306,338,18,170,41,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,328,376,17,447,97,121,7,713,181,202,7,158,43,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,390,357,0,392,127,125,0,1343,506,440,0,0,0,0,0,327,126,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,209,224,6,0,0,0,0,675,156,171,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,379,398,0,185,52,52,0,162,38,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,209,214,11,192,52,51,2,498,139,126,6,0,0,0,0,174,48,43,2,221,54,56,3,0,0,0,0,0,0,0,0,0,0,0,0
562,165,164,10,0,0,0,0,945,279,266,19,0,0,0,0,189,59,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,635,643,1,176,61,61,0,1476,507,513,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,188,225,7,218,50,61,2,122,29,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,130,140,10,0,0,0,0,731,190,218,16,0,0,0,0,0,0,0,0,246,62,75,5,0,0,0,0,0,0,0,0,0,0,0,0
1210,345,365,10,0,0,0,0,957,264,288,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,265,230,8,0,0,0,0,1337,483,401,11,0,0,0,0,138,53,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,283,309,4,220,62,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,328,403,34,176,52,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,359,322,42,474,125,124,15,959,297,267,26,0,0,0,0,81,29,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,347,430,14,436,114,148,5,421,122,143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,259,322,7,265,65,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,111,115,7,0,0,0,0,1157,344,332,23,0,0,0,0,190,58,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,763,787,29,0,0,0,0,617,179,185,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,386,342,14,485,140,112,6,1632,435,417,16,0,0,0,0,316,87,86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,768,797,29,0,0,0,0,619,177,185,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,441,498,25,317,69,78,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,48,52,2,0,0,0,0,0,0,0,0
628,169,183,3,0,0,0,0,1373,382,399,6,0,0,0,0,179,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,225,214,10,0,0,0,0,474,117,115,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,331,360,12,83,25,26,1,278,75,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,350,357,20,153,38,38,2,254,54,63,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,625,702,18,440,116,118,4,1296,324,383,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,281,279,4,248,70,70,1,1233,338,339,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,365,378,28,0,0,0,0,1378,425,433,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,287,357,0,0,0,0,0,961,253,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,251,227,15,224,70,62,5,1389,465,397,26,0,0,0,0,139,53,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,303,310,4,999,245,247,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,565,531,16,0,0,0,0,717,220,204,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,330,411,33,178,53,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,296,275,3,86,32,33,0,635,226,208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,508,509,30,198,46,45,2,786,188,179,11,0,0,0,0,0,0,0,0,187,48,43,3,0,0,0,0,0,0,0,0,0,0,0,0
2346,690,738,20,435,124,129,3,1725,496,530,18,0,0,0,0,231,59,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,482,588,14,1032,245,286,10,1282,312,407,8,0,0,0,0,181,47,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,459,590,13,975,304,377,9,121,40,52,1,0,0,0,0,0,0,0,0,123,42,49,1,0,0,0,0,0,0,0,0,0,0,0,0
1362,346,449,8,183,50,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,66,85,1,0,0,0,0,0,0,0,0
6057,1579,1652,53,465,110,105,4,1752,459,477,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3855,1089,1144,39,218,67,66,2,993,272,291,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,542,547,28,0,0,0,0,1716,480,489,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,347,308,37,309,85,80,10,1212,378,340,30,0,0,0,0,134,47,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,632,663,13,0,0,0,0,915,253,252,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,423,424,11,0,0,0,0,1590,487,489,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,181,234,0,0,0,0,0,724,153,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,123,113,3,0,0,0,0,479,121,109,6,0,0,0,0,0,0,0,0,0,0,0,0,439,119,107,3,0,0,0,0,0,0,0,0
377,116,110,8,0,0,0,0,1129,344,321,23,0,0,0,0,186,62,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,181,203,0,243,58,62,1,720,174,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,469,444,15,0,0,0,0,625,168,148,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,270,269,14,298,68,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,472,468,8,126,34,35,0,1125,333,346,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,250,286,4,0,0,0,0,1601,399,444,7,0,0,0,0,171,48,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,323,387,42,198,53,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,283,260,16,203,59,59,4,1125,291,288,22,0,0,0,0,146,36,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,283,263,3,0,0,0,0,646,229,223,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,236,275,5,0,0,0,0,898,235,268,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,176,227,0,0,0,0,0,738,159,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,252,306,7,249,54,61,1,237,50,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,494,480,46,441,99,92,9,220,51,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,361,390,33,396,108,115,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,504,603,35,0,0,0,0,1046,322,361,25,0,0,0,0,0,0,0,0,177,51,59,4,0,0,0,0,0,0,0,0,0,0,0,0
2506,864,745,6,111,39,39,1,732,275,230,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,427,417,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,454,554,16,184,37,43,2,1564,356,437,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,234,288,6,0,0,0,0,1383,379,453,9,0,0,0,0,151,45,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,234,278,0,0,0,0,0,1317,365,433,0,0,0,0,0,143,44,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,467,455,14,0,0,0,0,846,228,195,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,839,850,12,145,53,54,1,1071,341,370,5,0,0,0,0,0,0,0,0,141,49,53,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,343,303,30,455,123,115,12,910,283,249,20,0,0,0,0,78,28,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,138,124,9,0,0,0,0,850,272,254,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,291,328,13,255,59,55,3,497,119,127,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,158,204,0,0,0,0,0,735,162,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,352,356,9,226,71,75,1,1597,488,497,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,392,450,1,181,51,52,0,163,39,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,122,151,1,0,0,0,0,226,41,47,1,1124,201,256,3,0,0,0,0,0,0,0,0,193,35,44,0,0,0,0,0,0,0,0,0
1483,503,480,36,0,0,0,0,739,250,247,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,346,358,10,0,0,0,0,973,258,285,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,912,933,36,168,54,54,2,604,171,184,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,275,364,0,128,33,42,0,841,215,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,611,650,13,858,224,231,6,1270,337,368,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,264,263,14,294,70,68,4,0,0,0,0,0,0,0,0,0,0,0,0,176,40,46,2,0,0,0,0,0,0,0,0,0,0,0,0
1379,385,390,0,920,238,242,0,925,246,261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,464,460,14,0,0,0,0,830,224,193,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,300,300,2,287,84,83,1,156,59,54,0,0,0,0,0,0,0,0,0,123,39,41,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,353,316,22,0,0,0,0,335,96,81,6,114,39,30,2,0,0,0,0,0,0,0,0,139,41,36,2,0,0,0,0,0,0,0,0
2409,634,653,0,0,0,0,0,237,57,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3834,1035,1103,35,707,202,214,8,3177,827,895,28,188,50,52,1,209,55,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,464,502,1,188,52,53,0,172,41,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,356,298,28,312,86,77,8,1239,411,337,27,0,0,0,0,142,55,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,555,533,15,439,125,127,2,1810,490,471,15,229,60,57,1,178,46,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,892,829,2,175,62,60,0,1898,697,656,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,215,282,0,0,0,0,0,831,214,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,577,474,0,586,196,157,0,1277,408,358,0,0,0,0,0,152,48,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,670,718,4,1154,301,327,3,499,139,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,386,397,0,461,122,125,1,1151,304,320,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,59,67,0,0,0,0,0,437,153,181,0,0,0,0,0,144,52,64,0,179,60,68,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,1122,1138,23,207,54,55,1,3013,765,777,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,555,536,9,0,0,0,0,415,117,113,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,452,500,16,352,107,123,4,756,225,267,9,0,0,0,0,144,44,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,278,336,0,0,0,0,0,799,228,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,353,451,2,721,214,263,1,307,89,113,0,0,0,0,0,0,0,0,0,0,0,0,0,225,55,71,1,0,0,0,0,0,0,0,0
1920,487,576,11,521,135,161,2,481,119,142,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,293,354,5,500,128,162,2,137,32,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,476,581,36,0,0,0,0,1018,313,352,25,0,0,0,0,0,0,0,0,162,45,53,4,0,0,0,0,0,0,0,0,0,0,0,0
3013,858,891,32,220,67,66,2,599,169,175,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,415,408,12,218,69,70,3,910,275,276,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,404,414,24,241,59,63,4,213,51,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,341,399,34,367,108,120,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,544,521,22,958,253,250,14,1682,518,475,8,0,0,0,0,306,100,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,607,510,3,0,0,0,0,831,316,269,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,180,184,9,0,0,0,0,498,124,114,6,1482,351,371,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,738,727,21,877,273,261,7,1044,263,256,10,0,0,0,0,0,0,0,0,205,53,52,1,0,0,0,0,0,0,0,0,0,0,0,0
2239,604,680,6,532,141,154,2,1212,309,351,4,0,0,0,0,0,0,0,0,0,0,0,0,130,38,45,0,0,0,0,0,0,0,0,0
