X1_PCS,X1_PCS_Pharm,X2_sas_score,Y1_dsx_score,Y2_dsx_score_Pharm
-0.215,-0.091,-14.199,-69.398,-29.249
-0.185,-0.064,-14.001,-67.134,-23.124
-0.138,-0.077,4.802,-54.79,-30.759
-0.16,-0.04,-18.531,-83.154,-20.951
-0.188,-0.079,-6.676,-49.314,-20.803
-0.143,-0.021,-14.841,-61.906,-9.146
-0.194,-0.073,-13.197,-73.827,-27.573
-0.188,-0.091,-28.665,-169.303,-81.738
-0.203,-0.083,-16.428,-65.297,-26.556
-0.225,-0.064,-17.259,-99.423,-28.35
-0.183,-0.097,-17.775,-89.452,-47.297
-0.259,-0.116,-13.989,-50.199,-23.111
-0.235,-0.098,-16.091,-58.634,-24.482
-0.199,-0.085,-19.158,-72.534,-32.131
-0.207,-0.126,-13.151,-63.65,-38.696
-0.19,-0.061,-29.664,-154.198,-49.443
-0.196,-0.081,-26.849,-96.265,-39.647
-0.256,-0.104,-11.601,-65.893,-26.812
-0.252,-0.129,-8.728,-67.78,-34.635
-0.216,-0.089,-13.463,-91.593,-37.721
-0.141,-0.06,-18.096,-57.843,-24.821
-0.194,-0.111,-10.647,-54.013,-30.924
-0.266,-0.111,-11.662,-49.526,-20.597
-0.25,-0.106,-16.372,-67.902,-28.92
-0.101,-0.072,-4.297,-25.976,-18.985
-0.192,-0.069,-16.331,-80.049,-28.888
-0.205,-0.093,-10.484,-39.289,-17.883
-0.205,-0.098,-15.691,-54.273,-25.968
-0.194,-0.081,-11.534,-63.295,-26.489
-0.158,-0.072,-11.012,-63.674,-29.124
-0.313,-0.095,-15.103,-50.374,-15.425
-0.201,-0.095,-4.831,-62.46,-29.964
-0.218,-0.075,-19.297,-98.206,-33.684
-0.208,-0.087,-23.326,-69.913,-29.097
-0.241,-0.12,-6.48,-64.538,-32.092
-0.117,-0.041,-8.545,-32.113,-11.888
-0.23,-0.117,-14.381,-124.11,-63.181
-0.182,-0.066,-15.256,-104.453,-37.726
-0.237,-0.115,-14.794,-126.054,-60.994
-0.194,-0.124,-1.214,-68.82,-44.128
-0.188,-0.073,-13.517,-70.978,-27.59
-0.171,-0.121,-9.817,-31.606,-22.331
-0.258,-0.13,-6.487,-49.019,-24.628
-0.22,-0.12,-9.964,-64.444,-35.15
-0.209,-0.079,-19.077,-121.695,-46.028
-0.222,-0.123,-15.924,-71.373,-39.509
-0.196,-0.084,-16.712,-91.957,-39.566
-0.2,-0.033,-15.013,-69.091,-11.313
-0.207,-0.071,-16.151,-81.877,-28.574
-0.188,-0.075,-14.503,-61.14,-24.331
-0.218,-0.096,-14.031,-105.659,-46.478
-0.245,-0.131,-5.196,-71.135,-38.089
-0.197,-0.068,-10.717,-52.494,-18.1
-0.253,-0.119,-23.971,-88.126,-41.555
-0.203,-0.075,-22.322,-127.792,-47.943
-0.196,-0.072,-23.968,-131.054,-48.1
-0.128,-0.061,1.496,-41.064,-19.739
-0.183,-0.085,-8.195,-48.011,-22.357
-0.245,-0.108,-33.672,-219.014,-97.287
-0.215,-0.11,-13.769,-169.038,-86.754
-0.211,-0.062,-26.305,-112.252,-33.082
-0.22,-0.074,-15.996,-91.995,-30.931
-0.193,-0.11,-13.418,-86.591,-49.254
-0.07,-0.036,-5.745,-37.318,-19.442
-0.237,-0.095,-10.744,-81.521,-32.814
-0.102,-0.036,-6.453,-18.941,-6.961
-0.086,-0.047,-7.195,-21.579,-12.145
-0.248,-0.104,-18.408,-79.672,-33.251
-0.174,-0.092,-13.618,-55.567,-29.386
-0.22,-0.108,-9.673,-60.69,-29.671
-0.218,-0.06,-15.349,-97.877,-26.91
-0.217,-0.053,-17.356,-104.995,-25.748
-0.23,-0.13,-2.271,-64.78,-36.638
-0.196,-0.081,-14.107,-74.601,-30.635
-0.212,-0.067,-9.74,-54.788,-17.48
-0.209,-0.033,-11.488,-75.143,-11.851
-0.232,-0.098,-8.881,-77.411,-32.803
-0.236,-0.115,-7.072,-55.701,-27.555
-0.237,-0.11,-12.122,-69.642,-32.215
-0.236,-0.109,-9.49,-81.463,-37.536
-0.2,-0.043,-21.288,-85.622,-18.587
-0.208,-0.097,-9.831,-112.424,-52.367
-0.289,-0.129,-17.023,-69.924,-31.315
-0.228,-0.085,-16.494,-112.114,-41.954
-0.156,-0.07,-6.821,-81.671,-36.379
-0.151,-0.057,-7.263,-74.074,-27.798
-0.202,-0.095,-11.281,-68.913,-32.391
-0.18,-0.101,-9.607,-92.309,-52.128
-0.218,-0.077,-16.667,-92.657,-33.005
-0.082,-0.06,-6.615,-16.348,-12.559
-0.27,-0.124,-16.47,-92.724,-42.588
-0.22,-0.085,-6.803,-75.518,-29.022
-0.125,-0.022,-16.535,-64.394,-11.613
-0.232,-0.097,-11.076,-44.802,-18.811
-0.198,-0.067,-12.064,-67.227,-22.973
-0.117,-0.08,-7.462,-41.669,-28.536
-0.177,-0.084,-6.438,-57.779,-27.527
-0.242,-0.128,-13.147,-157.169,-82.998
-0.247,-0.083,-15.715,-92.63,-30.98
-0.196,-0.077,-20.263,-118.64,-46.377
-0.143,-0.079,-8.961,-41.927,-23.222
-0.203,-0.071,-14.29,-87.575,-30.656
-0.215,-0.096,-15.799,-71.787,-32.175
-0.102,-0.033,1.708,-20.571,-6.677
-0.178,-0.102,1.34,-43.524,-25.396
-0.25,-0.129,-16.893,-78.356,-40.415
-0.216,-0.085,-44.126,-241.707,-94.92
-0.225,-0.091,-10.993,-54.853,-22.19
-0.223,-0.081,-16.028,-94.265,-34.389
-0.236,-0.096,-28.74,-142.148,-58.107
-0.164,-0.046,-14.04,-73.765,-20.764
-0.254,-0.062,-14.21,-80.485,-19.629
-0.211,-0.066,-26.371,-109.073,-34.074
-0.18,-0.096,-17.446,-105.696,-56.54
-0.192,-0.076,-10.953,-83.1,-33.214
0.042,0.028,-3.34,7.106,4.786
-0.185,-0.061,-19.938,-160.775,-52.962
-0.256,-0.134,-13.203,-78.822,-41.21
-0.165,-0.061,-10.536,-71.464,-26.58
-0.222,-0.058,-10.566,-52.23,-13.691
-0.194,-0.096,-17.559,-73.658,-36.724
-0.172,-0.1,-6.638,-66.809,-38.796
-0.204,-0.075,-15.755,-63.754,-23.637
-0.203,-0.058,-18.065,-83.835,-23.86
-0.222,-0.125,-2.615,-133.478,-75.128
-0.188,-0.072,-14.997,-63.837,-24.63
-0.209,-0.093,-12.652,-74.053,-33.292
-0.221,-0.111,-5.57,-79.519,-39.799
-0.203,-0.07,-27.246,-183.925,-63.003
-0.208,-0.088,-1.275,-69.192,-29.645
-0.179,-0.053,-14.057,-59.773,-18.585
-0.22,-0.084,-22.74,-171.789,-65.399
-0.137,-0.059,-8.345,-79.309,-34.161
-0.19,-0.085,-25.724,-152.851,-68.541
-0.236,-0.082,-26.001,-126.889,-44.079
-0.258,-0.11,-15.804,-46.271,-19.62
-0.088,0.013,-9.461,-28.367,4.206
-0.226,-0.072,-16.57,-83.317,-27.067
-0.222,-0.118,-16.905,-74.391,-39.381
-0.195,-0.082,-23.427,-148.885,-63.756
-0.16,-0.077,-1.501,-30.487,-14.785
-0.207,-0.105,-13.859,-103.983,-52.647
-0.234,-0.096,-5.4,-44.754,-19.718
-0.126,-0.041,-10.789,-41.683,-13.492
-0.22,-0.083,-13.608,-95.057,-36.138
-0.184,-0.082,-5.129,-78.25,-35.141
-0.176,-0.078,-11.707,-52.15,-25.587
-0.289,-0.126,-13.043,-57.854,-25.144
-0.295,-0.131,-15.618,-69.949,-31.076
-0.176,-0.047,-33.898,-107.941,-28.722
-0.197,-0.095,-13.217,-66.903,-32.975
-0.19,-0.093,-2.563,-78.316,-38.204
-0.197,-0.082,-15.79,-107.245,-44.64
-0.139,-0.076,-11.427,-34.917,-19.295
-0.181,-0.126,-9.61,-38.92,-27.213
-0.243,-0.112,-16.411,-86.254,-39.881
-0.248,-0.125,-12.669,-67.29,-33.76
-0.186,-0.062,-11.447,-61.63,-20.544
-0.139,-0.086,-13.919,-49.915,-30.87
-0.163,-0.084,-4.723,-43.903,-22.602
-0.208,-0.104,-14.19,-112.807,-56.761
-0.286,-0.133,-17.085,-72.724,-33.905
-0.226,-0.111,-5.964,-73.353,-35.996
-0.24,-0.11,-10.169,-84.105,-38.547
-0.221,-0.096,-10.136,-83.772,-36.428
-0.225,-0.077,-13.991,-82.953,-28.189
-0.221,-0.124,-9.686,-64.621,-36.093
-0.102,-0.037,-11.456,-62.725,-22.487
-0.243,-0.065,-20.08,-99.304,-26.712
-0.212,-0.082,-25.323,-129.44,-50.097
-0.252,-0.129,-11.853,-77.227,-39.645
-0.179,-0.024,-21.789,-108.892,-14.807
-0.188,-0.058,-39.972,-181.72,-56.29
-0.258,-0.118,-17.614,-159.455,-73.168
-0.309,-0.125,-16.07,-59.055,-23.957
-0.22,-0.079,-38.99,-201.545,-72.281
-0.218,-0.089,-14.828,-86.241,-35.127
-0.262,-0.115,-10.701,-51.931,-22.749
-0.283,-0.128,-15.647,-60.077,-27.178
-0.16,-0.058,-12.077,-72.248,-26.067
-0.231,-0.098,-12.44,-83.575,-35.502
-0.192,-0.097,-16.488,-117.615,-59.364
-0.207,-0.101,-3.531,-83.063,-40.568
-0.199,-0.078,-16.123,-67.412,-26.376
-0.208,-0.062,-18.866,-98.378,-29.189
-0.194,-0.061,-20.894,-86.882,-27.068
-0.203,-0.082,-15.565,-46.129,-18.88
-0.21,-0.084,-14.88,-127.174,-51.062
-0.232,-0.09,-30.492,-151.196,-58.794
-0.2,-0.058,-20.425,-140.484,-40.968
-0.209,-0.093,-24.447,-124.244,-55.131
-0.226,-0.059,-24.29,-113.575,-29.762
-0.174,-0.099,-9.072,-89.745,-51.337
-0.197,-0.06,-28.072,-177.797,-54.283
-0.232,-0.12,-5.611,-116.183,-59.96
-0.149,-0.063,-6.603,-68.049,-28.862
-0.297,-0.112,-19.66,-108.562,-40.725
-0.219,-0.095,-23.07,-133.952,-57.745
-0.198,-0.085,-26.894,-142.077,-61.22
-0.195,-0.074,-17.999,-89.559,-34.731
-0.251,-0.112,-8.971,-82.801,-36.869
-0.253,-0.072,-15.946,-98.519,-28.023
-0.23,-0.124,-5.755,-73.68,-39.599
-0.192,-0.149,-7.046,-43.056,-33.677
-0.273,-0.073,-13.165,-56.689,-15.509
-0.255,-0.084,-16.682,-133.771,-44.195
-0.223,-0.077,-18.732,-112.511,-38.735
-0.169,-0.063,-8.219,-55.853,-20.752
-0.18,-0.069,-14.412,-55.139,-21.176
-0.169,-0.065,-12.953,-86.906,-33.432
-0.219,-0.083,-30.044,-197.239,-74.876
-0.145,-0.035,-14.033,-45.365,-11.309
-0.203,-0.094,-24.382,-153.818,-71.119
-0.29,-0.117,-19.141,-81.51,-32.748
-0.263,-0.127,-30.492,-194.253,-93.361
-0.216,-0.091,-13.379,-115.01,-48.504
-0.244,-0.085,-24.519,-135.198,-46.831
-0.189,-0.061,-16.58,-82.311,-26.73
-0.21,-0.085,-22.599,-98.266,-39.891
-0.164,-0.099,1.454,-86.662,-52.206
-0.154,-0.068,-12.994,-68.102,-30.622
-0.183,-0.092,-13.614,-70.292,-35.479
-0.22,-0.099,-3.674,-89.521,-40.617
-0.17,-0.083,-2.298,-59.561,-28.96
-0.217,-0.081,-16.161,-75.825,-28.119
-0.166,-0.057,-19.321,-96.357,-33.474
-0.215,-0.067,-17.703,-70.633,-22.031
-0.245,-0.118,-13.57,-43.111,-20.823
-0.1,-0.036,-23.017,-70.191,-24.994
-0.187,-0.004,-12.656,-79.633,-1.511
-0.234,-0.117,-18.462,-73.768,-36.757
-0.219,-0.069,-19.946,-86.41,-27.172
-0.069,-0.019,-7.856,-24.268,-6.657
-0.231,-0.128,-14.275,-77.648,-42.992
-0.2,-0.093,-8.38,-57.864,-26.856
-0.196,-0.063,-13.954,-77.328,-24.933
-0.246,-0.129,-13.606,-130.172,-68.338
-0.225,-0.067,-39.674,-255.813,-76.484
-0.185,-0.102,-15.024,-105.539,-58.307
-0.21,-0.114,-11.986,-64.994,-35.372
-0.231,-0.136,-8.478,-97.179,-57.281
-0.199,-0.071,-12.814,-74.808,-26.722
-0.176,-0.091,-11.91,-90.504,-47.043
-0.105,-0.088,-9.424,-23.461,-20.32
-0.225,-0.074,-13.899,-91.842,-30.072
-0.221,-0.086,-12.313,-58.648,-28.996
-0.183,-0.05,-20.245,-120.481,-33.078
-0.266,-0.12,-14.641,-81.532,-36.946
-0.204,-0.069,-15.526,-81.266,-27.372
-0.165,-0.038,-18.705,-68.997,-15.835
-0.138,-0.029,-14.716,-60.446,-12.748
-0.179,-0.08,-14.647,-56.692,-25.436
-0.189,-0.063,-33.641,-145.479,-48.7
-0.175,-0.041,-13.084,-62.505,-15.458
-0.233,-0.055,-32.665,-147.338,-34.643
-0.223,-0.094,-23.32,-176.682,-75.152
-0.215,-0.097,-16.194,-113.751,-51.46
-0.167,-0.068,-14.008,-67.647,-27.91
-0.237,-0.12,-12.948,-99.945,-50.808
-0.219,-0.09,-15.533,-89.24,-36.636
-0.148,-0.05,-24.957,-78.325,-26.312
-0.21,-0.074,-10.294,-77.598,-27.373
-0.185,-0.051,-8.52,-57.082,-15.614
-0.2,-0.079,-27.751,-152.148,-59.941
-0.198,-0.074,-32.478,-154.143,-57.804
-0.091,-0.029,-7.487,-22.924,-7.33
-0.207,-0.098,-15.692,-97.43,-45.883
-0.203,-0.098,-9.759,-101.731,-49.143
-0.182,-0.08,-4.441,-70.424,-31.069
-0.267,-0.107,-20.644,-86.087,-34.611
-0.228,-0.077,-17.954,-91.992,-31.301
-0.199,-0.09,-13.053,-76.594,-34.68
-0.152,-0.068,-2.84,-50.281,-22.444
-0.198,-0.088,-17.924,-75.302,-34.316
-0.115,-0.083,-10.889,-35.451,-25.434
-0.217,-0.084,-27.131,-181.861,-71.863
-0.191,-0.03,-29.045,-139.881,-22.281
-0.215,-0.062,-25.598,-176.676,-51.267
-0.179,-0.08,-7.767,-54.417,-24.996
-0.177,-0.064,-12.236,-67.942,-24.562
-0.236,-0.135,-9.641,-155.092,-88.865
-0.222,-0.109,-4.575,-75.603,-37.051
-0.19,-0.085,-18.474,-113.692,-51.244
-0.223,-0.079,-32.357,-165.841,-58.783
-0.219,-0.079,-11.246,-81.039,-29.239
-0.21,-0.081,-13.969,-89.195,-34.539
-0.213,-0.074,-11.381,-77.809,-26.847
-0.192,-0.118,-14.855,-146.682,-90.191
-0.229,-0.097,-14.13,-77.828,-33.136
-0.251,-0.082,-13.467,-78.526,-25.73
-0.199,-0.078,-11.052,-102.717,-41.065
-0.218,-0.078,-15.527,-85.747,-30.771
-0.197,-0.12,-16.864,-146.61,-89.26
-0.29,-0.102,-14.219,-57.447,-20.115
-0.182,-0.08,-15.986,-94.877,-41.468
-0.149,-0.044,-15.635,-66.289,-19.731
-0.232,-0.109,-15.187,-127.915,-60.237
-0.238,-0.106,-18.97,-165.306,-73.736
-0.128,-0.043,-10.214,-52.064,-18.366
-0.252,-0.12,-34.557,-254.237,-121.487
-0.225,-0.09,-20.934,-133.83,-53.389
-0.174,-0.089,-2.94,-61.697,-31.553
-0.248,-0.138,-17.539,-138.116,-76.825
-0.219,-0.103,-9.401,-80.29,-37.573
-0.219,-0.113,-4.749,-66.19,-34.277
-0.182,-0.052,-23.957,-79.82,-22.958
-0.159,-0.052,-9.179,-64.973,-21.496
-0.235,-0.101,-20.684,-126.722,-54.637
-0.158,-0.045,-17.739,-69.707,-20.126
-0.19,-0.088,-15.828,-86.327,-41.582
-0.276,-0.11,-24.384,-98.794,-39.401
-0.173,-0.095,-2.825,-77.076,-42.481
-0.175,-0.082,-16.363,-95.021,-45.412
-0.204,-0.099,-23.183,-145.16,-71.392
-0.222,-0.087,-26.603,-156.893,-61.894
-0.203,-0.066,-13.511,-84.183,-27.459
-0.228,-0.096,-29.245,-147.814,-62.296
-0.237,-0.131,-14.886,-155.895,-85.928
-0.204,-0.082,-23.666,-151.687,-61.126
-0.179,-0.098,-3.941,-65.784,-36.122
-0.224,-0.093,-43.02,-252.695,-106.951
-0.224,-0.111,-26.047,-200.672,-99.484
-0.222,-0.074,-32.194,-188.902,-63.358
-0.179,-0.092,-5.527,-80.171,-41.072
-0.009,-0.051,5.166,-0.913,-5.092
-0.228,-0.115,-12.174,-86.063,-43.609
-0.242,-0.069,-12.514,-51.164,-14.661
-0.23,-0.124,-15.919,-133.484,-72.172
-0.158,-0.049,-28.444,-120.231,-36.997
-0.243,-0.139,-13.852,-125.563,-71.612
-0.205,-0.128,-5.004,-81.101,-50.679
-0.212,-0.117,-17.83,-111.289,-61.218
-0.201,-0.105,-12.612,-137.791,-73.44
-0.204,-0.122,-15.777,-156.812,-94.027
-0.199,-0.076,-15.936,-110.675,-42.429
-0.215,-0.101,-38.433,-252.338,-118.55
-0.248,-0.088,-20.248,-83.847,-29.891
-0.202,-0.098,-8.929,-56.041,-27.045
-0.236,-0.069,-29.217,-187.692,-54.887
-0.206,-0.075,-18.532,-104.235,-37.832
-0.243,-0.101,-22.602,-133.655,-55.189
-0.199,-0.096,-25.37,-143.752,-70.281
-0.169,-0.041,-19.029,-95.956,-23.146
-0.191,-0.047,-14.155,-89.196,-22.066
-0.183,-0.075,-12.558,-63.457,-26.023
-0.185,-0.079,-22.526,-127.138,-54.091
-0.182,-0.078,-5.549,-73.406,-31.319
-0.262,-0.127,-33.558,-182.871,-88.744
-0.217,-0.097,-11.089,-69.718,-31.072
-0.267,-0.139,-14.261,-178.557,-94.153
-0.158,-0.052,-13.914,-68.83,-22.835
-0.205,-0.091,-11.447,-99.266,-48.541
-0.208,-0.098,-25.382,-147.889,-70.677
-0.161,-0.092,-14,-55.268,-31.851
-0.217,-0.092,-8.801,-72.118,-36.875
-0.203,-0.079,-15.21,-100.609,-38.889
-0.194,-0.093,-9.456,-80.822,-38.872
-0.262,-0.107,-12.888,-62.839,-25.652
-0.217,-0.067,-27.473,-142.52,-44.846
-0.278,-0.101,-16.306,-68.483,-24.815
-0.251,-0.123,-21.335,-68.015,-33.229
-0.162,-0.088,-1.258,-54.465,-31.304
-0.195,-0.054,-28.111,-130.906,-36.544
-0.184,-0.079,-21.022,-65.632,-28.154
-0.155,-0.077,-7.217,-61.447,-30.87
-0.267,-0.115,-13.308,-61.348,-26.389
-0.131,-0.043,-18.236,-52.295,-17.604
-0.146,-0.067,-19.562,-72.842,-33.427
-0.203,-0.064,-28.133,-168.233,-53.313
-0.206,-0.049,-16.077,-89.831,-21.6
-0.143,-0.044,-9.461,-43.29,-14.228
-0.199,-0.043,-19.213,-84.782,-18.126
-0.231,-0.105,-10.239,-82.33,-37.313
-0.211,-0.083,-12.633,-108.335,-42.932
-0.232,-0.112,-33.978,-264.75,-128.41
-0.176,-0.06,-14.333,-83.016,-28.267
-0.19,-0.078,-13.398,-113.299,-47.198
-0.231,-0.103,-21.35,-139.829,-62.329
-0.222,-0.075,-27.519,-154.463,-54.896
-0.213,-0.095,-32.011,-215.562,-96.477
-0.203,-0.077,-11.568,-110.454,-41.879
-0.251,-0.142,-10.198,-42.842,-24.278
-0.19,-0.07,-14.705,-84.374,-30.947
-0.275,-0.111,-14.012,-62.394,-25.132
-0.215,-0.106,-16.468,-116.665,-57.31
-0.251,-0.132,-10.414,-71.909,-37.983
-0.173,-0.091,-6.912,-59.304,-31.159
-0.052,-0.099,-2.038,-7.995,-15.952
-0.196,-0.094,-12.444,-66.529,-31.948
-0.191,-0.107,-16.292,-78.694,-44.371
-0.206,-0.076,-20.947,-108.717,-40.314
-0.228,-0.099,-29.839,-148.24,-64.471
-0.213,-0.077,-14.373,-83.445,-30.282
-0.214,-0.081,-18.948,-130.751,-49.673
-0.175,-0.105,-13.675,-70.136,-42.185
-0.207,-0.093,-14.725,-118.04,-53.214
-0.121,-0.061,-6.84,-35.144,-17.761
-0.247,-0.092,-24.435,-104.866,-39.117
-0.223,-0.082,-11.665,-54.681,-20.177
-0.22,-0.09,-15.246,-98.011,-40.013
-0.244,-0.112,-41.889,-226.707,-104.224
-0.231,-0.073,-35.058,-196.982,-61.948
-0.213,-0.083,-27.306,-150.819,-58.543
-0.204,-0.107,-5.576,-88.211,-46.208
-0.184,-0.061,-17.194,-111.916,-36.996
-0.198,-0.088,-21.97,-134.435,-60.168
-0.207,-0.109,-1.48,-71.35,-37.687
-0.175,-0.07,-28.243,-166.373,-67.438
-0.191,-0.064,-20.263,-92.651,-31.065
-0.164,-0.056,-19.071,-92.687,-32.089
-0.229,-0.112,-15.89,-89.425,-43.783
-0.218,-0.076,-11.025,-79.318,-27.672
-0.232,-0.061,-16.285,-79.407,-21.045
-0.242,-0.098,-35.78,-200.877,-81.466
-0.183,-0.117,-6.851,-69.681,-44.534
-0.217,-0.071,-26.754,-153.975,-50.269
-0.192,-0.091,-23.512,-148.624,-70.911
-0.151,-0.074,-6.009,-35.999,-17.683
-0.211,-0.108,-20.968,-133.579,-68.264
-0.229,-0.121,-18.113,-162.74,-86.455
-0.248,-0.088,-19.376,-83.491,-29.57
-0.21,-0.109,-8.471,-73.318,-37.877
-0.26,-0.117,-31.373,-165.104,-74.209
-0.205,-0.093,-12.705,-116.125,-52.824
-0.237,-0.096,-18.08,-142.856,-57.865
-0.212,-0.077,-16.053,-90.907,-32.763
-0.151,-0.085,-8.799,-49.18,-27.861
-0.21,-0.101,-19.366,-102.68,-49.611
-0.161,-0.065,-9,-72.713,-29.386
-0.178,-0.086,-13.54,-89.563,-43.702
-0.163,-0.08,-9.52,-83.071,-40.531
-0.232,-0.099,-7.082,-94.107,-40.669
-0.251,-0.133,-19.844,-158.158,-83.513
-0.163,-0.05,-11.467,-52.625,-16.202
-0.232,-0.108,-8.542,-80.674,-37.691
-0.239,-0.067,-15.239,-97.972,-27.281
-0.244,-0.116,-42.658,-246.869,-117.651
-0.192,-0.082,-10.268,-63.048,-28.079
-0.264,-0.118,-25.581,-106.837,-49.007
-0.183,-0.083,-10.834,-61.155,-27.746
-0.086,-0.031,1.578,-31.98,-11.392
-0.248,-0.132,-20.564,-164.901,-87.857
-0.195,-0.103,-9.86,-84.205,-44.387
-0.21,-0.096,-19.985,-114.565,-52.477
-0.192,-0.074,-9.795,-104.556,-40.493
-0.214,-0.085,-12.721,-85.134,-33.642
-0.216,-0.037,-25.326,-103.945,-17.707
-0.189,-0.069,-15.901,-85.912,-31.524
-0.238,-0.115,-25.309,-175.651,-85.263
-0.2,-0.074,-20.846,-118.932,-44.042
-0.225,-0.109,-30.004,-138.772,-67.991
-0.265,-0.113,-16.573,-95.52,-40.601
-0.184,-0.066,-18.052,-62.817,-22.56
-0.178,-0.044,-12.902,-78.847,-19.931
-0.094,-0.07,-4.376,-33.617,-25.527
-0.195,-0.072,-26.03,-122.136,-45.047
-0.24,-0.124,-13.272,-87.531,-45.289
-0.282,-0.135,-22.63,-94.147,-45.122
-0.165,-0.073,-8.16,-58.388,-25.601
-0.176,-0.08,-9.251,-70.736,-32.133
-0.294,-0.11,-16.006,-88.851,-33.333
-0.198,-0.08,-14.018,-85.944,-35.214
-0.243,-0.099,-18.379,-75.028,-30.738
-0.256,-0.089,-16.271,-63.415,-22.098
-0.234,-0.092,-14.206,-116.903,-45.771
-0.249,-0.12,-24.176,-164.808,-79.012
-0.135,-0.055,-20.158,-56.32,-22.748
-0.195,-0.057,-14.908,-55.536,-16.15
-0.224,-0.046,-47.835,-222.041,-45.788
-0.251,-0.134,-12.666,-168.075,-90.768
-0.231,-0.12,-16.186,-92.135,-47.844
-0.203,-0.083,-23.976,-108.705,-44.614
-0.221,-0.103,-6.058,-75.937,-35.226
-0.189,-0.078,-21.832,-108.831,-44.674
-0.222,-0.075,-25.445,-123.537,-41.438
-0.179,-0.056,-15.777,-60.834,-19.016
-0.232,-0.1,-18.503,-95.179,-40.979
-0.216,-0.084,-32.794,-149.86,-58.276
-0.279,-0.131,-43.753,-195.636,-91.756
-0.092,-0.07,-6.51,-27.819,-22.024
-0.229,-0.117,-27.406,-200.973,-102.719
-0.197,-0.041,-18.062,-82.93,-17.175
-0.239,-0.092,-39.872,-202.369,-77.355
-0.19,-0.087,-12.117,-59.208,-27.052
-0.225,-0.084,-13.764,-66.756,-24.841
-0.252,-0.108,-18.991,-78.545,-33.847
-0.249,-0.128,-15.066,-129.151,-67.563
-0.244,-0.106,-30.258,-161.759,-70.205
-0.249,-0.114,-23.476,-127.972,-58.886
-0.201,-0.068,-20.025,-129.842,-43.864
-0.229,-0.09,-15.021,-102.259,-40.382
-0.191,-0.103,-24.683,-162.711,-88.27
-0.182,-0.08,-26.018,-155.035,-67.947
-0.196,-0.097,-3.85,-92.114,-45.927
-0.284,-0.116,-27.185,-109.475,-44.826
-0.208,-0.095,-19.951,-93.182,-42.808
-0.238,-0.118,-9.584,-62.685,-31.448
-0.227,-0.105,-9.825,-116.675,-53.996
-0.195,-0.082,-9.041,-58.497,-24.726
-0.222,-0.091,-16.761,-83.946,-34.499
-0.198,-0.108,-8.233,-114.711,-62.64
-0.065,-0.069,0.757,-14.256,-15.113
-0.198,-0.059,-24.529,-134.954,-40.802
-0.208,-0.114,-23.452,-167.182,-91.678
-0.166,-0.098,-8.42,-69.021,-40.983
-0.256,-0.117,-15.301,-101.031,-46.224
