X1_steric,X2_clash,X3_proDesolv,X4_ligDesolv,X5_ligDesolvHB,X6_HB,Y1_score
-8.764495,0.330841,3.705203,5.392506,-1.168513,-7.334372,-7.83883
-7.61554,0.271536,1.635492,1.625776,-0.100544,-0.387796,-4.571076
-6.867412,0.531461,2.497899,1.913217,-0.275113,-2.937564,-5.137512
-16.605169,0.520483,4.699375,9.568985,-4.150588,-8.662631,-14.629545
-5.875908,0.355799,2.323416,4.123604,-0.303296,-1.261546,-0.637929
-6.047289,0.11274,0.997327,2.013937,-0.162324,-0.137706,-3.223315
-16.378111,0.613244,5.289475,6.368183,-0.521893,-1.873349,-6.50245
-8.156948,0.438183,6.097326,3.904864,-1.057917,-8.468591,-7.243083
-5.907753,0.175164,2.548794,2.514556,-1.565241,-1.085158,-3.319639
-8.633279,0.47949,3.69605,3.936598,-0.772848,-6.618639,-7.912628
-6.28599,0.287382,3.422544,5.055801,-1.214925,-3.094647,-1.829836
-26.546572,0.803404,9.489493,9.02111,-1.447392,-8.578307,-17.258263
-11.250583,0.359412,5.083008,6.619014,-2.336963,-8.974131,-10.500242
-6.621359,0.46809,3.505066,5.612696,-1.072137,-1.840964,0.051392
-3.721904,0.090105,0.729271,0.331458,-0.132735,0,-2.703805
-9.795506,0.248291,1.419968,5.004958,-0.991365,-5.561176,-9.674831
-15.356489,0.333046,6.332342,4.013708,-1.038157,-4.936007,-10.651556
-4.168299,0.128488,0.748201,1.385535,-0.000954,-0.239748,-2.146778
-14.798022,0.279552,5.805907,4.102856,-0.982789,-5.023763,-10.61626
-7.922352,0.183319,2.425098,3.021483,-0.090567,-1.687374,-4.070392
-7.568093,0.181792,3.462729,3.206058,-1.249744,-6.190105,-8.157363
-8.081327,0.121981,2.121745,1.076746,-0.345966,-1.108195,-6.215016
-8.115808,0.127672,2.091254,1.391955,-0.664376,-2.626067,-7.795371
-6.206392,0.310683,0.866745,1.166699,-0.008797,-0.010589,-3.881651
-8.845926,0.215286,1.270272,2.029443,-0.371828,-1.133973,-6.836725
-8.710688,0.481665,3.630909,3.029186,-1.030416,-2.53306,-5.132404
-7.195026,0.386389,3.99761,4.869779,-0.555107,-2.673715,-1.17007
-5.074649,0.123966,2.298184,2.453714,-0.594303,-0.290096,-1.083183
-8.422632,0.562055,3.63109,3.918365,-0.755998,-6.270363,-7.337482
-5.424769,0.36604,1.887249,4.498434,-0.397017,-1.835665,-0.905729
-16.868786,0.771841,5.147527,5.915122,-2.0051,-6.780816,-13.820212
-8.110417,0.160846,0.516316,0.48111,-0.000131,-0.034451,-6.986728
-8.736483,0.140911,2.340871,5.232182,-1.203719,-4.715306,-6.941545
-12.034983,0.301735,3.650059,3.042944,-0.826365,-3.110313,-8.976921
-4.590495,0.082028,0.758349,1.476934,-0.417461,-0.505474,-3.196118
-7.403241,0.114442,1.128006,0.439085,-0.002623,-0.08143,-5.80576
-9.57882,0.197529,1.253338,1.978594,-0.217312,-0.710726,-7.077397
-7.667728,0.193728,2.977809,1.681346,-0.588828,-2.328409,-5.732082
-17.182594,0.515496,4.095069,9.575349,-2.028617,-5.923028,-10.948326
-11.884133,0.298513,4.982276,7.445637,-4.516276,-8.009485,-11.683469
-5.969804,0.060526,0.321935,0.201135,-0.006656,0,-5.392864
-6.803531,0.081979,0.447701,0,0,0,-6.273851
-7.890407,0.221414,3.006226,3.40282346638529e+38,3.40282346638529e+38,-3.575429,3.40282346638529e+38
-5.936144,0.449749,4.463078,6.742257,-1.112047,-3.861907,0.744987
-6.524644,0.208281,2.137962,2.247972,-0.940504,-2.499074,-5.370007
-4.974542,0.060245,1.044181,0.890284,-0.941022,-2.899021,-6.819874
-7.222335,0.1918,1.859447,2.70719,-1.136285,-3.822003,-7.422187
-4.797417,0.266596,2.969314,3.091986,-0.346725,-2.600796,-1.417041
-8.949743,0.310445,3.458548,5.18872,-2.219861,-7.107018,-9.318909
-3.79244,0.104346,0.605673,1.376064,-0.757053,-0.656383,-3.119792
-5.185291,0.218593,4.702134,0,0,-0.59362,-0.858184
-6.956763,0.306584,2.853324,3.443314,-0.695133,-7.866283,-8.914957
-8.660797,0.172703,6.159455,5.096399,-1.269647,-4.63049,-3.132379
-5.920635,0.098109,0.061608,0.599809,0,0,-5.161109
-8.755081,0.114045,1.352665,1.199612,-1.420501,-2.044554,-9.553814
-7.41931,0.234026,1.935662,4.313021,-2.106075,-3.474071,-6.516747
-9.315866,0.11515,1.360352,3.720815,-0.362932,-2.186387,-6.668867
-6.501689,0.112106,0.554301,0.599809,-0.000501,0,-5.235975
-4.575873,0.314325,2.996664,3.670992,-0.360183,-3.512497,-1.466573
-14.447242,0.271752,2.636225,2.635878,-0.904051,-1.65844,-11.465878
1.334499,0.517073,4.270637,5.215508,-0.93636,-1.732886,8.66847
-14.558377,0.247156,3.942351,2.751637,-0.81185,-1.850356,-10.27944
-6.216667,0.181353,1.786979,0.881447,-0.657121,-0.526039,-4.550048
-8.090002,0.244924,3.531353,4.65942,-1.217774,-3.934913,-4.806993
-3.903601,0.199983,1.010647,1.536209,-1.125081,-0.510353,-2.792195
-1.440725,0.048255,1.286015,0.898316,-0.031604,-0.449983,0.310275
-7.483083,0.149742,1.050187,0,0,0,-6.283154
-14.814887,0.305765,3.639397,6.221917,-2.178355,-8.517502,-15.343665
-8.430701,0.215978,1.699377,5.082778,-0.645902,-4.227163,-6.305632
-10.726901,0.345139,5.720311,5.71249,-2.395046,-5.4382,-6.782208
-2.129605,0.272794,3.378507,3.522243,-0.997365,-9.200253,-5.153678
-8.25421,0.277244,5.717163,5.044916,-0.629143,-4.636476,-2.480506
-7.908943,0.286909,1.139346,2.073909,-0.451125,-1.37124,-6.231144
-11.488154,0.33738,3.68718,2.732545,-1.271337,-2.717285,-8.719671
-8.091964,0.104426,1.220985,1.198741,-1.207434,-2.245833,-9.02108
-3.842827,0.133051,4.006196,2.762421,-0.870443,-5.294018,-3.105619
-9.12968,0.103416,1.14773,1.940332,-0.195693,-0.867027,-7.000921
-16.541443,0.521842,4.911388,6.622487,-0.733863,-6.223104,-11.442692
-14.973656,0.425111,3.557101,6.390882,-1.757103,-5.427372,-11.785037
-4.704494,0.303938,2.191816,1.678298,-1.319586,-1.348342,-3.19837
-6.083166,0.149315,1.438371,0.343231,0,-0.301574,-4.453823
-18.572079,0.26361,2.954624,4.705747,-0.108476,-1.856377,-12.61295
-17.550259,0.431605,4.151819,5.322607,-2.449713,-2.495473,-12.589414
-6.263319,0.187889,1.506728,5.584079,-0.869865,-3.917773,-3.77226
-5.375847,0.158486,2.423274,3.226296,-0.24107,-2.286003,-2.094864
-12.464149,0.322195,3.334448,2.856949,-0.705129,-3.747424,-10.403111
-6.917729,0.666941,5.99188,5.875633,-2.217169,-8.4429,-5.043344
-7.326285,0.145671,2.785168,3.097823,-0.764194,-4.016864,-6.078681
-4.08683,0.191382,0.975921,1.574669,-0.070815,-0.741709,-2.157381
-4.823827,0.227602,2.319582,3.141376,-0.122584,-2.243813,-1.501663
-7.521996,0.216289,2.897347,3.748654,-2.613618,-6.055753,-9.329079
-8.063153,0.183429,2.714811,1.036606,-0.281661,-1.024592,-5.434561
-6.84268,0.167611,0.752103,0.899709,-0.060941,-0.290876,-5.375073
-5.196681,0.189152,4.212295,3.80454,-1.324427,-6.151972,-4.467093
-9.988542,0.297655,3.148775,5.060771,-1.058443,-4.330022,-6.869805
-7.088803,0.038009,0.894841,0.995633,-0.450696,-1.222676,-6.833693
-5.532259,0.359052,2.00295,4.701538,-0.464514,-1.731168,-0.664402
-4.401759,0.162356,4.044505,2.249784,-0.845927,-5.293895,-4.084937
-8.331187,0.179839,2.980003,3.796343,-0.925296,-4.198593,-6.498891
-6.839283,0.163146,2.776504,3.626462,-0.788032,-3.975737,-5.03694
-6.943316,0.107718,0.973756,0.884774,-0.200199,-0.288282,-5.465548
-8.074056,0.169451,1.013543,1.335932,-0.231546,-1.444912,-7.231587
-10.483546,0.091473,0.85042,2.233292,-1.759464,-2.741507,-11.809334
-11.294731,0.227685,2.934887,3.398259,-0.664369,-6.756659,-12.154928
-9.741048,0.232175,3.52428,2.570495,-0.844622,-3.919616,-8.178335
-8.524141,0.119768,1.304859,0,0,0,-7.099515
-11.187632,0.339989,4.478722,6.281785,-1.755656,-7.205087,-9.047878
-8.338642,0.46077,4.858715,5.63677,-1.296327,-5.067551,-3.746264
-8.524588,0.426897,5.128803,5.816562,-1.066586,-6.422653,-4.641564
-9.506558,0.148659,2.334168,1.982515,-0.36993,-1.662283,-7.073428
-10.339722,0.24389,3.062725,4.77953,-1.693727,-2.535792,-6.483096
-7.098024,0.155771,2.038749,3.40282346638529e+38,3.40282346638529e+38,-3.156295,3.40282346638529e+38
-3.977174,0.176716,1.921266,3.009132,-0.672591,-5.643864,-5.186515
-8.856937,0.278632,3.709842,2.848029,-2.249061,-6.156272,-10.425766
-7.029701,0.191603,2.544185,3.547745,-0.831495,-4.340785,-5.918449
-9.239295,0.575865,4.531196,5.950906,-2.959139,-14.370809,-15.511275
-5.075706,0.100833,1.235714,1.127335,-0.850164,-2.70767,-6.169657
-8.660562,0.18814,0.346481,0.599809,-0.014094,0,-7.540226
-8.473961,0.247434,3.99504,3.596013,-1.289794,-3.752244,-5.677511
-6.99329,0.325815,2.256747,4.186175,-0.941638,-11.000511,-12.166702
-14.639801,0.322332,5.043685,4.148628,-2.789795,-5.838192,-13.753143
-7.681812,0.183409,3.013929,3.990507,-0.489104,-4.05461,-5.037681
-12.694227,0.500789,4.459514,9.507086,-9.488228,-16.08584,-23.800907
-6.036412,0.285647,0.725727,0.745269,-0.179204,-0.738145,-5.197119
-11.101245,0.309698,3.45896,5.307082,-2.685441,-7.181639,-11.892586
-9.193977,0.150451,2.33474,2.769568,-0.692992,-2.042212,-6.674422
-2.878943,0.237308,0.956042,0.940056,-0.084642,0,-0.830179
-5.695161,0.116958,1.626263,2.273649,-2.058493,-2.831595,-6.568378
-9.860881,0.088628,1.560334,0.451104,-0.001436,-0.1561,-7.91835
-26.162041,0.656224,9.946185,13.028992,-3.964088,-13.240525,-19.735254
-7.045281,0.056443,1.225625,1.376777,-0.06675,-2.719237,-7.172423
-5.699308,0.169879,1.760676,4.518002,-1.813845,-3.202603,-4.2672
-16.591074,0.368735,5.608724,7.880866,-5.029542,-15.05583,-22.818121
-6.920138,0.162395,3.420099,5.548428,-3.274192,-9.126158,-10.189566
-6.285594,0.165537,2.513947,3.215569,-0.586396,-3.903772,-4.880709
-11.472729,0.322902,2.020548,4.830672,-1.908516,-6.846431,-13.053554
-14.336731,0.371905,3.43855,7.571436,-4.080316,-7.012069,-14.047225
-8.970705,0.446882,3.529896,4.464026,-1.549933,-6.782123,-8.861958
-0.917657,0.24896,2.761275,1.783371,-0.484715,-1.669068,1.722165
-19.051022,0.436257,5.98023,9.631782,-2.553912,-10.336105,-15.892771
-11.994233,0.181824,4.458164,2.399116,-1.387979,-6.061594,-12.404701
-9.432399,0.334666,3.522573,4.14462,-0.628081,-3.297575,-5.356197
-5.174469,0.143594,1.678216,2.427599,-0.661834,-7.640779,-9.227673
-9.857656,0.244792,2.132485,2.983298,-1.161483,-3.553515,-9.21208
-10.172446,0.20988,2.084603,1.361264,-0.340612,-0.640873,-7.498184
-7.990894,0.264631,1.505298,1.771917,0,-0.065944,-4.514992
-10.4944,0.204232,2.889455,3.280022,-0.720008,-5.8203,-10.661
-13.420439,0.270302,4.939043,4.912474,-3.225884,-4.991598,-11.516102
-8.269535,0.294282,2.955276,4.436156,-1.533972,-7.029476,-9.147268
-8.267528,0.176928,1.0041,1.362745,-1.752223,-1.324866,-8.800845
-9.537524,0.157876,1.36561,2.315133,-2.16299,-3.748534,-11.610429
-20.987576,0.392428,6.29488,11.374938,-7.031906,-14.622351,-24.579584
-4.16942,0.139144,1.9694,2.565162,-1.14347,-4.116771,-4.755954
-7.824543,0.262182,1.358469,1.783142,-0.324234,-1.889201,-6.634184
-20.388256,0.294621,5.734363,7.894796,-2.237728,-6.508543,-15.210747
-9.70023,0.683705,3.970243,5.377546,-1.598774,-10.109305,-11.376815
-19.64514,0.490722,4.385053,7.329087,-1.686765,-7.694045,-16.821087
-10.610173,0.328242,1.615402,7.142283,-1.304217,-10.796325,-13.624788
-4.689542,0.059743,0.9499,1.168043,-0.300865,-0.998695,-3.811417
-5.806858,0.513667,1.64501,4.183077,-0.531044,-1.340364,-1.336512
-7.798771,0.24214,3.644198,4.940039,-2.090425,-7.764467,-8.827287
-8.999973,0.196433,3.944669,2.999743,-1.525704,-7.001054,-10.385887
-18.011709,0.65889,4.954017,8.453525,-3.088395,-11.214087,-18.247761
-0.355714,0.214632,0.396882,0.901223,0,0,1.157024
-12.114089,0.287347,4.708091,3.400488,-1.621199,-5.342468,-10.681829
-6.122676,0.169325,2.71394,0.898299,-0.569348,-2.393917,-5.304377
-5.747899,0.218429,0.880274,5.894835,-2.576937,-9.107434,-10.438732
-10.422786,0.178891,0.999819,1.40407,0,-0.07988,-7.919887
-9.635605,0.210774,2.031086,1.850244,-1.405201,-1.297195,-8.245897
-6.781282,0.333052,2.195881,3.278289,-2.524156,-4.678252,-8.176469
-7.827112,0.081996,0.998819,0,0,0,-6.746297
-8.891933,0.08667,0.330339,0,0,0,-8.474925
-10.162485,0.490528,4.636653,8.931317,-3.563927,-11.50101,-11.168923
-10.639153,0.251782,2.436277,1.685141,-0.409127,-1.092187,-7.767266
-8.358964,0.317151,2.413303,1.799161,-1.467357,-2.06665,-7.363355
-15.227535,0.239182,4.7716,2.445165,-1.724216,-0.448143,-9.943948
-5.117325,0.198098,1.050525,2.631241,-1.401872,-7.597788,-10.237122
-4.61508,0.204797,0.90581,3.080545,-1.465621,-8.699855,-10.589404
-10.153548,0.226334,1.918465,0.435833,-0.000918,-0.038053,-7.611887
-7.49104,0.09179,0.510952,0.016467,0,-0.032171,-6.904001
-6.995477,0.337327,1.88311,4.181517,-0.366771,-8.515858,-9.476151
-8.542894,0.179057,3.100377,4.000944,-1.947981,-5.824761,-9.035257
-6.009377,0.324419,3.338832,3.408407,-3.236831,-9.828536,-12.003086
-14.922959,0.248787,3.110178,2.136544,-1.649422,-0.941504,-12.018375
-8.357646,0.123836,0.341407,0,0,0,-7.892403
-8.957573,0.117445,1.492825,1.199546,-1.397446,-2.36603,-9.911233
-9.398452,0.151077,1.251753,2.349561,-2.213869,-3.734867,-11.594796
-5.922168,0.130802,1.940794,3.622544,-1.999774,-2.367212,-4.595014
-6.866416,0.203544,3.368191,4.335786,-0.541132,-3.709948,-3.209975
-7.810302,0.123936,0.633327,0.598786,-0.194477,-0.878111,-7.526839
-9.281112,0.836535,7.903602,8.811463,-2.523358,-4.605771,1.14136
-4.629796,0.163291,2.282819,4.805593,-1.598756,-5.85111,-4.827958
-15.912604,0.441972,6.494279,7.928187,-5.160387,-14.98754,-21.196093
-11.561111,0.205662,4.380012,2.399183,-1.249767,-6.096657,-11.92268
-12.025737,0.397413,5.376075,8.587484,-1.48924,-8.883774,-8.037778
-22.890984,0.806262,7.596739,13.754054,-5.200451,-22.663052,-28.597431
-17.275631,0.241337,2.098734,2.370646,-0.886882,-0.686316,-14.138111
-7.140059,0.087865,0.315341,0,0,0,-6.736853
-22.016764,0.543469,7.604245,12.683039,-4.655429,-22.21851,-28.05995
-9.959776,0.240339,2.635509,4.216278,-2.814051,-5.083552,-10.765254
-5.966843,0.122095,0.205592,0,0,0,-5.639155
-7.414691,0.069639,0.133077,0,0,0,-7.211976
-8.000214,0.433592,7.574816,5.529713,-2.319047,-14.06075,-10.84189
-4.951591,0.149421,1.595322,3.141957,-1.824674,-2.055234,-3.944799
-4.812354,0.356112,3.237865,5.712937,-1.203348,-3.69237,-0.401158
-10.155399,0.190788,1.508041,2.099246,-1.542911,-1.991588,-9.891825
-6.155021,0.318341,3.204487,5.603918,-1.347084,-8.166181,-6.541539
-10.353764,0.288621,2.69383,5.24428,-1.30215,-3.703076,-7.13226
-10.295464,0.220826,5.253198,6.363595,-4.924501,-11.366378,-14.748724
-3.701891,0.093731,1.485639,3.100338,-0.799007,-8.41544,-8.23663
-15.546082,0.213706,4.407416,6.252799,-2.178996,-4.709277,-11.560433
-9.518513,0.234026,2.894718,6.698577,-3.947971,-5.455163,-9.094326
-16.451109,0.303116,3.153402,6.511342,-2.744521,-5.691946,-14.919716
-11.21547,0.410096,3.777312,9.291559,-6.949333,-10.253004,-14.93884
-12.264535,0.289584,5.711954,6.649609,-2.363892,-12.065541,-14.042821
-9.849441,0.543014,2.602705,6.933531,-1.397519,-8.186107,-9.353815
-20.651802,0.459071,4.534806,12.165648,-5.945522,-9.158743,-18.59654
-8.605774,0.257165,2.294261,3.387132,-2.86122,-1.720845,-7.249282
-10.171061,0.319137,2.450994,4.47582,-0.317876,-4.318797,-7.561782
-4.648034,0.117204,2.278034,4.270004,-2.521392,-5.751401,-6.255585
-16.87063,0.364617,6.217451,8.046959,-4.659898,-15.210284,-22.111786
-15.960497,0.459217,5.244637,9.430903,-3.308645,-11.315927,-15.450312
-10.163507,0.368648,0.61308,4.101749,-1.87534,-1.896552,-8.851922
-8.815696,0.138178,0.809299,2.283004,-1.800779,-3.743649,-11.129643
-4.715386,0.16843,2.580309,4.311386,-0.775818,-4.727588,-3.158668
-8.437989,0.131418,1.32853,1.199615,-1.589411,-2.269484,-9.637321
-5.405428,0.13874,1.059537,2.654868,-1.43875,-8.452704,-11.443738
-6.617568,0.124118,1.056763,2.099333,-1.676134,-1.319667,-6.333157
-6.916435,0.233887,3.326457,6.328595,-0.815272,-6.320723,-4.16349
-1.155117,0.262648,4.62567,6.15291,-2.913466,-7.845463,-0.872818
-6.917421,0.10816,1.661615,3.992137,-0.456955,-2.161243,-3.773707
-6.603884,0.244688,2.853896,5.387095,-1.657825,-7.988438,-7.764467
-12.393878,0.351161,5.905476,6.880843,-3.282232,-11.852462,-14.391091
-21.703241,0.471047,6.489039,9.814336,-5.019066,-11.110976,-21.058861
-8.176505,0.242919,1.068372,5.470013,-0.418564,-5.197417,-7.011182
-19.915895,0.405385,6.465801,5.935395,-2.597788,-6.882603,-16.589703
-9.653838,0.164246,0.314963,1.199619,0,0,-7.97501
-4.389082,0.291523,3.889323,4.369285,-1.47017,-3.240001,-0.549123
-8.818829,0.246824,3.5194,4.307441,-2.166702,-4.983531,-7.895396
-12.689281,0.393687,3.582306,4.666719,-1.147529,-5.702812,-10.896911
-9.05599,0.373635,3.683942,5.031023,-3.397794,-10.53968,-13.904865
-10.962483,0.534147,5.275519,5.584401,-2.882156,-9.506725,-11.957296
-12.953644,0.335254,3.122446,1.613556,-0.051734,0,-7.934122
-10.887721,0.310123,2.164145,3.245669,-0.435867,-4.698692,-10.302343
-8.871067,0.208043,1.497243,5.327512,-3.515187,-10.252235,-15.605691
-9.692598,0.150221,1.633865,1.451164,-1.440867,-2.259607,-10.157823
-7.443193,0.372452,2.897386,3.610342,-2.888346,-11.61929,-15.07065
-8.944501,0.24102,2.496814,4.597226,-5.86637,-5.608396,-13.084207
-12.575425,0.356577,2.961412,6.357181,-0.88904,-7.197317,-10.986612
-2.772213,0.180212,2.667792,3.829526,-1.998385,-6.353148,-4.446215
-4.189507,0.14355,1.125343,0.733212,-0.06795,-0.964286,-3.219639
-12.178349,0.930625,8.792299,10.085769,-3.640404,-9.951058,-5.961119
-3.006951,0.118263,2.525698,4.446427,-0.204475,-2.134573,1.744389
-9.477627,0.10387,0.820342,2.532967,-0.238724,-1.201136,-7.460308
-1.750233,0.238168,3.613292,4.672164,-1.597919,-7.443507,-2.268037
-4.473898,0.439406,2.251956,5.514848,-1.816369,-6.051313,-4.135372
-8.541858,0.23493,1.441452,1.799307,-1.044693,-2.955525,-9.066387
-5.923414,0.246806,2.240523,4.111221,-1.787139,-5.56064,-6.672643
-1.241835,0.337019,3.485708,4.40154,-1.798601,-6.929676,-1.745843
-7.586399,0.154783,2.731409,4.112936,-2.540279,-3.160828,-6.288377
-28.064842,0.483219,6.754762,12.302636,-2.534867,-13.054311,-24.113403
-15.06522,0.294838,1.543275,5.157095,-1.324415,-1.415344,-10.809772
-6.734885,0.289358,3.630152,2.99896,-2.106642,-5.253173,-7.176229
-9.351593,0.213363,2.526628,3.422809,-1.701481,-3.797068,-8.687342
-8.862808,0.284278,2.405209,2.6233,-2.180987,-4.173084,-9.904093
-11.923875,0.300255,2.618939,5.018751,-1.897339,-5.93278,-11.81605
-4.002782,0.272915,2.0799,3.483688,-0.689296,-3.435795,-2.29137
-11.190994,0.247394,4.494629,5.49277,-1.753965,-10.772678,-13.482845
-7.814293,0.193447,1.140813,0.459709,-0.004477,-0.05946,-6.084261
-12.576729,0.381863,4.56445,7.657457,-3.446846,-10.71909,-14.138895
-8.230873,0.119615,1.997953,1.029695,-0.484765,-2.905269,-8.473643
-3.830083,0.241167,3.76468,4.911966,-2.24532,-6.223518,-3.381108
-8.821724,0.433644,1.822085,3.109965,-0.425827,-6.729207,-10.611063
-8.289666,0.450803,3.568332,3.965608,-0.617054,-7.05384,-7.975816
-8.332335,0.219237,1.240882,2.893856,-0.208259,-1.880733,-6.067351
-18.314634,0.450874,2.713017,10.539918,-2.71992,-13.99351,-21.324255
-8.401273,0.284472,1.387855,4.396513,-2.503399,-3.37806,-8.213892
-8.483795,0.190717,3.76746,7.430715,-1.78646,-6.891692,-5.773056
-21.15169,0.303231,5.02992,5.961102,-2.244168,-4.678973,-16.780579
-14.617634,0.189107,4.140455,2.998057,-0.186485,-1.11825,-8.594749
-9.711964,0.595602,4.639979,4.948366,-2.388646,-8.641435,-10.558097
-12.566681,0.224586,5.08214,3.598855,-3.47814,-9.558969,-16.69821
-8.941387,0.348218,3.663918,6.365543,-4.975083,-8.870156,-12.408947
-11.471,0.492671,1.508536,6.46332,-1.534396,-2.070137,-6.611006
-5.633652,0.128052,1.67627,3.470052,-1.892979,-3.163194,-5.415451
-4.916287,0.229788,2.611391,3.288881,-1.029957,-8.357059,-8.173242
-17.325806,0.248198,4.768018,10.394756,-2.273274,-6.762141,-10.950249
-17.565435,0.251603,4.405344,11.081188,-2.547281,-7.596159,-11.970741
-4.487649,0.169529,2.469556,4.524567,-1.749321,-7.482984,-6.556302
-11.786084,0.446184,4.180198,4.75916,-1.033223,-6.149302,-9.583067
-10.116996,0.383654,2.955815,1.974715,-0.103806,-1.32137,-6.227987
-9.467191,0.166602,1.400678,2.774386,-2.083163,-2.481637,-9.690324
-8.267446,0.195992,1.852294,2.979462,-3.273548,-3.617952,-10.131199
-8.616529,0.242799,2.275274,3.825824,-0.57434,-4.225085,-7.072058
-8.640171,0.295983,3.711288,5.707005,-1.542556,-7.310888,-7.779339
-6.960635,0.155118,1.93501,3.959018,-3.314161,-4.712518,-8.938168
-10.208746,0.208938,1.06398,2.453143,-1.043226,-2.486151,-10.01206
-6.050302,0.153993,1.868673,6.207576,-2.584496,-18.652042,-19.056599
-20.496241,0.466285,5.810123,9.709832,-5.422031,-17.930227,-27.862259
-14.869349,0.789071,5.865301,7.409747,-1.772447,-8.8919,-11.469577
-17.197622,0.285558,4.732655,8.927518,-1.33886,-6.908471,-11.499222
-4.522143,0.336195,4.078299,2.558332,-0.937734,-7.230015,-5.717065
-8.707312,0.309091,3.040599,5.958441,-2.067895,-7.547208,-9.014284
-3.458179,0.202301,2.736904,4.808839,-2.748926,-3.160514,-1.619576
-9.397917,0.125234,1.503362,2.262204,-1.76973,-3.660361,-10.937208
-10.995858,0.446834,2.214203,4.036133,-0.460052,-1.764102,-6.522842
-19.723524,0.321293,6.083016,5.877942,-1.838278,-6.627068,-15.90662
-4.921486,0.156096,1.77269,3.538831,-2.165629,-3.597101,-5.2166
-10.125821,0.37587,4.923286,4.8736,-2.353481,-8.895821,-11.202366
-5.318408,0.121796,1.49779,3.435786,-1.987153,-3.090218,-5.340406
-16.476587,0.362463,4.541893,6.175251,-2.289085,-6.968283,-14.654348
-6.750381,0.257242,3.383306,5.647418,-2.018969,-10.447556,-9.928941
-2.165766,0.197025,2.102798,3.551157,-1.251364,-5.254385,-2.820536
-13.947697,0.273506,1.188473,2.342697,-0.062036,-0.294384,-10.49944
-9.896382,0.233416,2.686867,4.906111,-1.785902,-7.154922,-11.010813
-16.538691,0.376084,4.712385,6.179681,-3.248955,-8.823717,-17.343212
-5.751874,0.134716,0.520977,1.114358,-0.24137,-0.754593,-4.977788
-11.088101,0.362216,3.826732,6.63728,-2.385663,-10.379055,-13.026592
-8.530067,0.513462,3.682751,3.957223,-0.752794,-6.642313,-7.771738
-12.547608,0.278474,3.033067,5.2176,-1.996221,-2.562218,-8.576906
-17.474394,0.349975,6.005078,2.957179,-2.6632,-2.381395,-13.206757
-7.628877,0.478213,5.193851,2.652123,-1.349665,-1.273184,-1.927539
-28.680307,0.381898,5.261971,3.110566,-0.441296,-3.393855,-23.761024
-17.071823,0.246979,4.855571,4.78113,-1.277909,-6.383839,-14.84989
-9.271847,0.156533,1.229544,2.079206,-1.534531,-1.994038,-9.335131
-12.477913,0.268976,3.141791,3.182541,-1.326888,-3.737544,-10.949037
-9.959464,0.142787,0.918567,2.303115,-2.78578,-3.057338,-12.438113
-8.789422,0.1031,1.353336,1.199618,-1.410932,-2.167272,-9.711573
-6.668479,0.40148,1.368402,5.837832,-0.008863,-0.621013,0.309359
-9.818481,0.284212,4.169605,4.264604,-0.877816,-8.400587,-10.378465
-15.469166,0.203016,1.977378,5.048335,-2.831126,-6.148635,-17.220198
-8.594039,0.490011,3.494534,3.924138,-0.74693,-6.620498,-8.052783
-5.653623,0.339365,3.432804,2.609462,-0.338409,-0.83419,-0.44459
