X1_hydrophobic,X2_vdw,X3_hbond,X4_ligand_entropy,Y_cyscore_BA
-1.3112,-1.1606,0,0.084,-2.3878
-1.1456,-1.5481,0,0.21,-2.4837
-0.8167,-1.1781,0,0.252,-1.7429
-1.3994,-1.6353,0,0.294,-2.7407
-1.0958,-0.9537,0,0,-2.0495
-1.4342,-1.7979,0,0.126,-3.1062
-1.1469,-1.112,0,0.042,-2.2168
-0.5687,-0.998,0,0.084,-1.4827
-0.9829,-1.4469,0,0.126,-2.3038
-1.9878,-2.5535,0,0.378,-4.1633
-1.7314,-2.3541,0,0.252,-3.8335
-0.1818,-0.9839,0,0.084,-1.0816
-0.2499,-0.9556,0,0.084,-1.1215
-3.3607,-3.6217,0,0.336,-6.6464
-2.1007,-3.1634,0,0.63,-4.6341
-0.9606,-2.0395,0,0.462,-2.5381
-0.4973,-1.4095,0,0.42,-1.4868
-1.5879,-1.6797,0,0.168,-3.0996
-1.8679,-1.1994,0,0.21,-2.8573
-1.1609,-1.3,0,0.126,-2.3349
-0.7711,-0.5833,0,0.042,-1.3124
-0.7431,-0.9827,0,0.21,-1.5157
-1.2014,-1.0638,0,0.084,-2.1812
-0.5803,-1.1092,0,0.042,-1.6474
-0.8551,-0.9841,0,0,-1.8392
-0.9859,-1.6283,0,0.378,-2.2362
-1.0906,-1.75,0,0.21,-2.6307
-0.7349,-1.0644,0,0.084,-1.7153
-0.9312,-1.708,0,0.252,-2.3872
-0.6793,-0.966,0,0.126,-1.5192
-0.9006,-1.1998,0,0,-2.1003
-1.1737,-1.2575,0,0.126,-2.3052
-0.7511,-0.8641,0,0.084,-1.5311
-0.6318,-1.0791,0,0.084,-1.6269
-1.062,-1.482,0,0,-2.544
-1.3001,-1.6327,0,0.21,-2.7228
-1.5194,-2.1901,0,0.42,-3.2895
-1.1123,-1.0355,0,0,-2.1478
-1.2383,-1.6479,0,0.336,-2.5502
-1.9743,-1.8979,0,0.336,-3.5362
-1.6761,-1.6963,0,0.336,-3.0364
0.0975,-1.2823,0,0.042,-1.1428
-1.5197,-1.9832,0,0.546,-2.9569
-0.6653,-1.4507,0,0.252,-1.864
-0.0214,-0.7048,0,0,-0.7262
-1.2665,-1.1669,0,0.042,-2.3914
-0.971,-1.2587,0,0.042,-2.1877
-1.8373,-1.7703,0,0.168,-3.4396
-0.5692,-0.6785,0,0.084,-1.1636
-1.366,-1.2482,0,0.21,-2.4042
-0.9913,-1.1541,0,0,-2.1454
-1.0368,-1.0851,0,0.084,-2.0378
-1.7656,-2.3028,0,0.336,-3.7324
-1.1147,-1.328,0,0.084,-2.3588
-2.2457,-1.708,0,0.252,-3.7016
-1.1723,-1.3271,0,0,-2.4994
-1.1401,-1.6289,0,0.042,-2.727
-0.4631,-1.186,0,0.042,-1.6071
-1.1163,-0.8636,0,0,-1.9799
-0.8527,-1.0232,0,0.042,-1.8339
-1.4043,-1.232,0,0.084,-2.5523
-2.8988,-4.0884,0,0.63,-6.3572
-0.8843,-0.9162,0,0.126,-1.6745
-0.359,-1.5489,0,0.42,-1.4879
-1.8813,-2.1086,0,0.252,-3.7379
-0.304,-1.6973,0,0.42,-1.5814
-0.7349,-1.0875,0,0.042,-1.7804
-0.6211,-1.8355,0,0.336,-2.1206
-1.7164,-2.122,0,0.126,-3.7124
-1.2656,-1.5249,0,0.042,-2.7485
-0.4765,-0.5947,0,0.042,-1.0292
-2.0296,-3.0336,0,0.546,-4.5173
-0.8321,-0.9739,0,0.126,-1.68
-1.0949,-1.5067,0,0.252,-2.3497
0.0143,-0.7671,0,0,-0.7528
-0.9898,-1.621,0,0,-2.6108
-0.7764,-1.7119,0,0.21,-2.2783
-0.9328,-1.4033,0,0,-2.3361
-1.1761,-1.6342,0,0.21,-2.6003
-1.8577,-2.0811,0,0.294,-3.6448
-0.7489,-1.256,0,0.042,-1.9629
-1.1164,-1.4054,0,0.21,-2.3118
-0.9563,-1.3263,0,0,-2.2826
-2.5597,-3.1972,0,0.42,-5.3369
-0.3288,-1.3613,0,0.504,-1.1861
-1.8576,-1.1187,0,0.084,-2.8922
-2.565,-2.7911,0,0.378,-4.978
-0.9362,-1.8874,0,0.252,-2.5716
-1.2621,-2.7647,0,0.42,-3.6068
-1.1191,-1.8038,0,0.504,-2.4189
-0.6803,-0.7161,0,0.084,-1.3123
-0.4701,-1.2278,0,0.21,-1.4878
-1.1895,-1.3073,0,0.21,-2.2868
-0.8694,-1.2852,0,0.168,-1.9866
-1.9223,-2.8556,0,0.63,-4.1479
-0.324,-0.6106,0,0.042,-0.8926
-1.4528,-1.7762,0,0.168,-3.0609
-0.7289,-1.0619,0,0,-1.7908
-0.5118,-0.7601,0,0.21,-1.0619
-1.9875,-1.6102,0,0.294,-3.3037
-0.9957,-1.8247,0,0.168,-2.6524
-1.2983,-1.264,0,0,-2.5623
-0.9276,-0.9112,0,0,-1.8388
-1.6904,-1.0251,0,0,-2.7155
-1.6669,-2.3851,0,0.588,-3.4639
-1.4122,-1.3506,0,0.084,-2.6788
-1.0399,-1.3459,0,0.042,-2.3438
-2.0238,-2.0296,0,0.168,-3.8854
-0.6413,-0.5691,0,0.042,-1.1684
-0.3522,-0.5715,0,0.042,-0.8817
-1.4679,-1.3726,0,0.084,-2.7565
-0.8984,-1.2107,0,0,-2.1091
-1.5431,-0.9629,0,0.084,-2.422
-0.984,-1.1874,0,0,-2.1713
-0.587,-0.6799,0,0.084,-1.1829
-2.2765,-2.3453,0,0.378,-4.2438
-1.6667,-1.0191,0,0,-2.6857
-0.7649,-1.2441,0,0.042,-1.967
-1.109,-1.2767,0,0,-2.3856
-0.446,-1.4446,0,0.126,-1.7645
-0.9323,-1.2756,0,0.084,-2.1239
-0.7803,-1.2353,0,0,-2.0156
-1.5837,-1.7784,0,0.252,-3.1101
-1.0652,-1.3575,0,0.336,-2.0867
-1.7812,-2.0032,0,0.252,-3.5324
-1.1042,-0.9425,0,0.126,-1.9207
-1.7234,-2.1726,0,0.42,-3.476
-2.9566,-3.594,0,0.504,-6.0465
-3.2089,-2.4751,0,0.84,-4.844
-1.0821,-0.8653,0,0,-1.9474
-1.9669,-3.5557,0,0.588,-4.9345
-1.3201,-1.4759,0,0.042,-2.7539
-1.1661,-0.797,0,0,-1.9632
-1.4272,-0.9278,0,0,-2.355
-1.168,-1.5056,0,0.336,-2.3376
-0.4641,-1.3279,0,0.126,-1.666
-1.7229,-2.2181,0,0.882,-3.059
-1.3395,-1.5681,0,0.084,-2.8237
-0.5913,-0.9155,0,0.21,-1.2968
-0.2994,-1.5305,0,0.252,-1.5779
-1.1798,-1.6682,0,0.168,-2.68
-0.6118,-0.713,0,0.252,-1.0728
-1.8635,-2.1582,0,0.084,-3.9376
-0.9933,-2.5904,0,0.336,-3.2477
-2.0331,-2.3296,0,0.084,-4.2787
-1.4835,-2.0177,0,0.63,-2.8712
-0.5069,-1.5067,0,0.21,-1.8036
-0.983,-1.6262,0,0.084,-2.5252
-2.618,-3.1859,0,0.588,-5.2158
-1.1353,-1.7192,0,0.126,-2.7285
-1.0663,-1.9529,0,0.126,-2.8931
-1.0277,-1.2117,0,0.294,-1.9455
-1.3043,-2.1073,0,0.252,-3.1596
-1.2328,-2.7244,0,1.008,-2.9492
-1.4685,-1.8495,0,0,-3.318
-1.0852,-1.22,0,0,-2.3052
-0.9005,-1.3998,0,0.252,-2.0484
-0.9244,-1.1933,0,0.042,-2.0757
-0.3905,-0.6374,0,0,-1.028
-1.2549,-0.7826,0,0,-2.0375
-1.3856,-1.8444,0,0.42,-2.81
-1.5427,-1.822,0,0.588,-2.7767
-0.594,-0.9832,0,0,-1.5772
-0.4558,-0.7682,0,0.21,-1.0139
-1.3391,-1.6677,0,0.168,-2.8388
-3.0064,-2.8384,0,0.378,-5.4668
-0.3847,-1.022,0,0.126,-1.2808
-1.6484,-2.8231,0,0.168,-4.3035
-1.1436,-1.1318,0,0,-2.2754
-1.6488,-2.9606,0,0.798,-3.8114
-1.2512,-2.1076,0,0.42,-2.9388
-2.0994,-2.0657,0,0.462,-3.7031
-0.7459,-1.3948,0,0.168,-1.9727
-1.2837,-1.3414,0,0.336,-2.2892
-1.5871,-2.2309,0,0.294,-3.524
-1.6439,-1.9099,0,0.042,-3.5118
-0.8981,-0.8105,0,0.168,-1.5406
-0.7715,-1.576,0,0.084,-2.2635
-1.0617,-1.0934,0,0,-2.1551
-1.2204,-1.0371,0,0,-2.2575
-1.532,-1.7713,0,0.252,-3.0513
-0.7754,-1.1345,0,0.252,-1.6578
-0.685,-1.026,0,0.126,-1.585
-1.0601,-2.3549,0,0.252,-3.163
0.0158,-1.3997,0,0.294,-1.0899
-0.6545,-1.1603,0,0.042,-1.7728
-1.1668,-1.4413,0,0.546,-2.0621
-0.5447,-0.7335,0,0.21,-1.0682
-1.6178,-1.1771,0,0.21,-2.5849
-1.3753,-1.1878,0,0.168,-2.3951
-0.9016,-1.4548,0,0.462,-1.8944
-1.5693,-2.2745,0,0.546,-3.2978
-2.7325,-3.8903,0,0.546,-6.0768
-1.3373,-1.9227,0,0.126,-3.134
-0.9963,-1.0345,0,0,-2.0308
-0.8038,-1.7112,0,0.126,-2.3889
-0.8941,-1.2602,0,0.042,-2.1123
-1.2741,-1.6862,0,0.21,-2.7504
-1.0142,-0.9311,0,0.042,-1.9033
-1.4821,-1.4429,0,0.042,-2.883
-0.8798,-1.3522,0,0.084,-2.148
-0.7767,-2.289,0,0.42,-2.6456
-1.0748,-1.1061,0,0.126,-2.0549
-1.0931,-1.3759,0,0.42,-2.049
-1.2936,-1.6454,0,0.084,-2.855
-1.1622,-1.3959,0,0.042,-2.5162
-1.005,-1.2287,0,0,-2.2337
-1.7574,-2.5901,0,0.504,-3.8435
-1.0843,-1.3115,0,0,-2.3958
-1.0902,-2.3094,0,0.672,-2.7276
-2.1284,-3.0754,0,0.378,-4.8258
-1.2186,-2.264,0,0.126,-3.3566
-1.024,-1.2827,0,0.252,-2.0547
-0.9629,-1.3149,0,0.126,-2.1518
-0.2718,-1.184,0,0.126,-1.3298
-1.4038,-2.6875,0,0.084,-4.0074
-0.0586,-1.3739,0,0.126,-1.3065
-0.6543,-1.0417,0,0.084,-1.6119
-1.6399,-2.6827,0,0.588,-3.7346
-1.8957,-2.8673,0,0.588,-4.175
-0.7099,-0.7226,0,0.21,-1.2224
-1.2659,-1.4917,0,0.21,-2.5476
-1.596,-2.2559,0,0.462,-3.3899
-0.9293,-1.5283,0,0,-2.4576
-0.4674,-1.1571,0,0.084,-1.5404
-0.6656,-1.5398,0,0.252,-1.9534
-0.9135,-1.0288,0,0.21,-1.7323
-0.4196,-1.4149,0,0.126,-1.7084
-1.4544,-1.4561,0,0.084,-2.8265
-0.8351,-0.8004,0,0.21,-1.4255
-1.8185,-3.1623,0,0.63,-4.3508
-2.1055,-2.4996,0,0.252,-4.3531
-2.2914,-2.939,0,0.63,-4.6004
-1.1716,-1.0071,0,0.126,-2.0527
-0.9398,-1.155,0,0.252,-1.8428
-1.6201,-2.6538,0,1.05,-3.2239
-0.6289,-1.2311,0,0,-1.86
-1.6327,-2.0051,0,0.126,-3.5118
-1.2362,-2.9464,0,0.21,-3.9726
-0.0127,-1.3061,0,0.126,-1.1928
-1.2656,-1.4087,0,0.042,-2.6324
-0.2326,-1.368,0,0.126,-1.4746
-1.6327,-2.9403,0,0.42,-4.153
-1.1804,-0.865,0,0.21,-1.8354
-0.4765,-1.0766,0,0.252,-1.3011
-1.5448,-2.1645,0,0.042,-3.6673
-0.9017,-1.2909,0,0.252,-1.9405
-1.8901,-2.8961,0,0.378,-4.4082
-1.2081,-0.6398,0,0,-1.8479
-1.4343,-1.9181,0,0.252,-3.1005
-1.2146,-1.469,0,0.042,-2.6416
-1.733,-2.2308,0,0.21,-3.7538
-1.3136,-2.8327,0,0.168,-3.9783
-0.8606,-1.4659,0,0,-2.3265
-3.9467,-3.8957,0,1.302,-6.5403
-1.1849,-2.244,0,0.126,-3.3029
-0.7755,-1.7831,0,0.042,-2.5167
-1.5107,-2.2283,0,0.168,-3.571
-0.9937,-1.4119,0,0,-2.4056
-0.6424,-1.1824,0,0.042,-1.7828
-1.0409,-1.4609,0,0.42,-2.0818
-0.6398,-1.5,0,0.042,-2.0978
-1.7008,-2.135,0,0.084,-3.7518
-1.4625,-1.4341,0,0.042,-2.8546
-1.3834,-1.8891,0,0.168,-3.1045
-1.4947,-1.4755,0,0.42,-2.5502
-1.3916,-1.7974,0,0.336,-2.853
-1.7528,-2.2095,0,0.378,-3.5842
-1.6535,-2.737,0,0.504,-3.8864
-1.2787,-2.6238,0,0.126,-3.7765
-1.1405,-1.6288,0,0,-2.7693
-2.1161,-2.2813,0,0.252,-4.1454
-2.5275,-2.7109,0,0.252,-4.9864
-2.131,-2.5441,0,0.336,-4.339
-1.4329,-1.3229,0,0.126,-2.6299
-3.8891,-4.5011,0,0.672,-7.7182
-2.4455,-3.3335,0,1.05,-4.729
-1.7574,-3.0392,0,0.588,-4.2085
-1.1989,-1.7154,0,0.378,-2.5363
0.0449,-0.4249,0,0.084,-0.296
-1.8074,-1.6296,0,0.336,-3.101
-0.0617,-0.666,0,0.126,-0.6017
-0.5171,-1.9931,0,0.462,-2.0482
-1.0505,-2.5781,0,0.42,-3.2086
-1.6648,-1.9949,0,0.126,-3.5337
-0.8773,-1.7732,0,0.126,-2.5245
-1.2467,-2.169,0,0.126,-3.2897
-1.6491,-2.555,0,0.462,-3.7421
-1.8237,-2.9353,0,0.462,-4.297
-1.5612,-2.0239,0,0.084,-3.5011
-3.1744,-4.6952,0,1.344,-6.5255
-0.6854,-1.219,0,0.252,-1.6525
-0.7679,-0.9311,0,0,-1.699
-2.2026,-3.2445,0,0.966,-4.4811
-1.2413,-1.8674,0,0.084,-3.0247
-1.0359,-2.0379,0,0.588,-2.4858
-1.7494,-2.7308,0,0.504,-3.9762
-0.7146,-1.9903,0,0.252,-2.4528
-1.209,-1.7058,0,0.168,-2.7468
-0.8296,-1.0173,0,0.21,-1.6369
-1.4762,-2.6511,0,0.294,-3.8333
-1.1204,-1.5189,0,0,-2.6393
-1.687,-2.8399,0,0.672,-3.8549
-0.6112,-1.0566,0,0.252,-1.4158
-2.0178,-2.7284,0,0.294,-4.4522
-0.6044,-1.5618,0,0.042,-2.1242
-0.9001,-2.1232,0,0.294,-2.7292
-1.4132,-2.6937,0,0.504,-3.6028
-1.3176,-1.272,0,0.126,-2.4636
-1.0254,-1.6389,0,0.21,-2.4543
-0.4753,-1.6918,0,0.252,-1.9151
-0.8495,-1.4284,0,0.168,-2.1098
-1.3464,-1.0178,0,0,-2.3641
-1.4931,-2.588,0,0.756,-3.325
-1.2667,-0.9074,0,0,-2.174
-2.0241,-0.9756,0,0.21,-2.7897
-1.1195,-1.3231,0,0.168,-2.2745
-1.2572,-2.453,0,0.588,-3.1221
-0.5697,-1.0936,0,0,-1.6632
-0.9161,-1.7991,0,0.252,-2.4632
-0.7137,-0.5606,0,0.084,-1.1903
-1.508,-1.1601,0,0.252,-2.4161
-1.2657,-1.7699,0,0.294,-2.7416
-1.5837,-2.8195,0,0.504,-3.8992
-1.0723,-1.4369,0,0.336,-2.1731
-0.8043,-1.455,0,0.042,-2.2173
-1.323,-1.6563,0,0.21,-2.7693
-0.6703,-1.3244,0,0,-1.9947
-1.5072,-2.057,0,0.42,-3.1442
-4.4165,-4.2338,0,0.672,-7.9784
-1.0927,-1.7949,0,0.042,-2.8456
-2.298,-2.6721,0,0.294,-4.6761
-1.7191,-1.854,0,0.252,-3.3211
-1.4052,-2.7998,0,0.084,-4.121
-1.2516,-3.8905,0,0.63,-4.5121
-1.9747,-1.9248,0,0.252,-3.6475
-1.201,-0.6094,0,0.252,-1.5584
-0.5534,-1.5814,0,0.42,-1.7148
-1.0179,-0.9509,0,0,-1.9688
-1.2645,-1.8849,0,0.378,-2.7714
-1.1478,-0.9644,0,0.126,-1.9862
-1.0222,-1.1412,0,0.336,-1.8274
-0.4847,-0.5785,0,0,-1.0631
-1.3624,-1.1041,0,0.168,-2.2985
-1.6755,-1.3675,0,0,-3.0431
-1.1592,-2.0054,0,0.588,-2.5767
-2.1538,-2.5559,0,0.336,-4.3737
-1.0582,-1.5056,0,0.462,-2.1018
-1.76,-2.2453,0,0.252,-3.7533
-1.3592,-1.2196,0,0.168,-2.4108
-1.0016,-2.4604,0,0.21,-3.2521
-0.9479,-0.8272,0,0.084,-1.6912
-1.4454,-1.7327,0,0.126,-3.0521
-1.082,-1.0946,0,0,-2.1766
-0.8121,-1.6388,0,0.252,-2.1989
-2.9189,-3.4603,0,1.344,-5.0353
-2.0362,-2.9745,0,0.546,-4.4647
-2.2124,-2.4059,0,0.42,-4.1983
-0.9459,-1.7005,0,0.042,-2.6044
-1.3925,-2.4101,0,0.084,-3.7186
-2.3218,-2.892,0,0.966,-4.2478
-1.1378,-1.3918,0,0.21,-2.3195
-3.1432,-2.5101,0,0.378,-5.2753
-0.8718,-1.5339,0,0.252,-2.1537
-0.171,-2.0573,0,0.252,-1.9763
-1.0398,-1.1896,0,0.126,-2.1035
0.0518,-1.2968,0,0.126,-1.1191
-1.0338,-1.3573,0,0.252,-2.139
-1.9794,-3.2142,0,0.672,-4.5216
-0.9492,-1.3861,0,0.126,-2.2094
-0.677,-2.4244,0,0.42,-2.6814
-1.6077,-2.8041,0,0.378,-4.0338
-0.8704,-0.6912,0,0.084,-1.4775
-1.6894,-2.3456,0,0.336,-3.6989
-2.4678,-2.9339,0,0.252,-5.1497
-1.6196,-1.7273,0,0.084,-3.2629
-1.0301,-1.4246,0,0.126,-2.3287
-1.0843,-2.6224,0,0.126,-3.5807
-1.2472,-2.4662,0,0.252,-3.4615
-1.439,-1.982,0,0.588,-2.833
-1.337,-1.5748,0,0.252,-2.6598
-0.7529,-1.012,0,0.21,-1.5549
-1.2791,-1.7014,0,0.378,-2.6025
-1.0242,-1.5054,0,0.042,-2.4875
-1.8949,-2.0571,0,0.042,-3.91
-1.8205,-1.9636,0,0.042,-3.7421
-1.0932,-1.5667,0,0.084,-2.5759
-2.0363,-2.5378,0,0.252,-4.3221
-1.0846,-1.1819,0,0.42,-1.8465
-1.0684,-1.3208,0,0,-2.3892
-1.4155,-1.411,0,0.462,-2.3645
-4.0402,-3.9179,0,1.05,-6.9082
-1.2285,-1.1356,0,0.168,-2.1961
-1.4528,-1.7204,0,0.168,-3.0052
0.758,-1.2266,0,0.42,-0.0487
-1.2678,-0.2436,0,0.504,-1.0074
-2.4321,-2.7006,0,0.252,-4.8806
-1.089,-1.8465,0,0.042,-2.8935
-1.3711,-1.7281,0,0,-3.0992
-1.6822,-1.9789,0,0,-3.6611
-0.8885,-1.5218,0,0.252,-2.1583
-0.7599,-1.677,0,0.882,-1.5549
-0.5504,-1.6991,0,0.252,-1.9975
-2.669,-3.0669,0,0.252,-5.4839
-1.7823,-2.2244,0,0.084,-3.9228
-1.1913,-2.3358,0,0.252,-3.2751
-1.0797,-1.1863,0,0,-2.266
-1.014,-0.9696,0,0.21,-1.7736
-0.8479,-1.6594,0,0.252,-2.2553
-0.566,-0.9773,0,0.252,-1.2913
-1.0223,-2.0426,0,0.252,-2.8129
-1.0355,-1.432,0,0.84,-1.6276
-2.1257,-1.4409,0,0.588,-2.9786
-1.1428,-1.1919,0,0.042,-2.2927
-1.1987,-1.4268,0,0,-2.6255
-0.7911,-1.185,0,0.168,-1.8081
-1.1644,-1.7313,0,0.294,-2.6017
-1.3083,-1.0347,0,0,-2.343
-1.1334,-0.9987,0,0,-2.1321
-1.1392,-1.6012,0,0.252,-2.4884
-2.0246,-2.8013,0,0.252,-4.5739
-1.2283,-1.4897,0,0.294,-2.424
-0.5016,-0.8222,0,0.042,-1.2817
-3.0438,-3.6303,0,0.672,-6.002
-1.9273,-2.7553,0,0.294,-4.3885
-2.1999,-1.447,0,0.168,-3.4789
-1.7994,-2.0472,0,0.084,-3.7627
-1.178,-1.3055,0,0,-2.4835
-1.8271,-2.1695,0,0.21,-3.7866
-0.6358,-1.7328,0,0.42,-1.9486
-1.0724,-0.9733,0,0.21,-1.8357
-0.6474,-1.4928,0,0.252,-1.8882
-2.526,-2.6511,0,0.504,-4.6731
-3.3811,-2.7345,0,1.176,-4.9396
-0.9387,-0.9276,0,0.084,-1.7823
-2.3859,-3.3777,0,1.008,-4.7557
-1.166,-1.6575,0,0.21,-2.6134
-1.7747,-3.1997,0,0.672,-4.3024
-0.21,-1.1199,0,0,-1.3299
-0.8351,-1.1492,0,0.252,-1.7322
-1.3305,-1.3164,0,0.084,-2.5628
-2.2163,-1.8765,0,0.252,-3.8408
-1.4475,-2.8819,0,0.42,-3.9094
-0.9414,-1.8511,0,0.63,-2.1625
-1.3442,-2.2694,0,0.084,-3.5296
-0.7868,-1.5078,0,0.252,-2.0425
-2.5812,-3.1406,0,0.504,-5.2179
-1.3205,-3.4014,0,0.126,-4.5959
-1.708,-2.1193,0,0.042,-3.7854
-1.7999,-1.4248,0,0.168,-3.0568
-0.9229,-1.6526,0,0.252,-2.3234
-0.6714,-1.2073,0,0.252,-1.6266
-1.4127,-1.8333,0,0,-3.246
-0.726,-1.0131,0,0.084,-1.6551
-0.9047,-1.4579,0,0.252,-2.1106
-1.9288,-2.3446,0,0.336,-3.9374
0.1831,-0.5505,0,0.126,-0.2414
-1.6073,-2.6466,0,0.588,-3.6658
-2.1147,-2.9917,0,0.252,-4.8544
-1.5634,-1.442,0,0.126,-2.8794
-1.3526,-1.3886,0,0.084,-2.6572
-2.0947,-2.4551,0,0.84,-3.7098
-0.7263,-1.1707,0,0.168,-1.729
-0.7681,-0.8774,0,0.126,-1.5195
-4.2508,-4.5536,0,1.26,-7.5444
-1.0685,-1.4174,0,0.126,-2.3599
-0.4053,-1.5617,0,0.252,-1.715
-0.9221,-1.9507,0,0,-2.8728
-1.1638,-1.2533,0,0.042,-2.375
-1.6708,-1.9113,0,0.756,-2.826
-1.1984,-1.5269,0,0.084,-2.6413
-2.2427,-2.9455,0,0.798,-4.3903
-0.6048,-1.6746,0,0.084,-2.1954
-1.3013,-2.6569,0,0.504,-3.4542
-1.7416,-1.5449,0,0.168,-3.1184
-0.8791,-1.1853,0,0.126,-1.9384
-1.1244,-1.7492,0,0.042,-2.8315
-1.3703,-1.3361,0,0,-2.7064
-0.5983,-1.2018,0,0.126,-1.6741
-2.4517,-2.0817,0,0.336,-4.1974
-0.2313,-1.5285,0,0.546,-1.2139
-1.5738,-2.1026,0,0.126,-3.5504
-1.1035,-1.6126,0,0.168,-2.5481
-0.6192,-2.2255,0,0.588,-2.2566
-1.2652,-1.3006,0,0.336,-2.2298
-0.7061,-0.7219,0,0.21,-1.2179
-1.07,-1.4212,0,0.462,-2.0292
-2.168,-2.5308,0,0.504,-4.1948
-1.1008,-1.0864,0,0.042,-2.1452
-1.235,-1.3182,0,0.126,-2.4272
-1.4774,-1.6165,0,0.294,-2.7999
-2.4794,-3.1827,0,0.798,-4.8641
-2.1622,-2.5752,0,0.378,-4.3594
-3.067,-3.4981,0,1.512,-5.0531
-0.7619,-1.4517,0,0.126,-2.0876
-1.4679,-2.3056,0,0.294,-3.4796
-1.5913,-2.2833,0,0.21,-3.6646
-3.9474,-4.4839,0,1.722,-6.7093
