X1_hydrophobic,X2_vdw,X3_hbond,X4_ligand_entropy,Y_cyscore_BA
-1.0999,-1.4464,0,0.084,-2.4623
-0.9309,-1.1809,0,0.126,-1.9858
-1.4709,-1.5635,0,0.126,-2.9083
-1.1885,-1.2244,0,0.126,-2.2869
-1.5516,-2.5121,0,0.084,-3.9797
-1.8341,-2.8111,0,0.084,-4.5612
-2.1384,-2.4298,0,0.084,-4.4842
-1.4188,-1.9788,0,0.126,-3.2716
-1.7019,-2.3121,0,0.378,-3.636
-2.811,-2.8056,0,0.504,-5.1126
-0.9457,-1.1788,0,0,-2.1245
-1.9876,-2.4115,0,0.21,-4.1891
-2.1374,-2.8947,0,0.21,-4.8221
-0.7989,-1.6748,0,0.084,-2.3898
-1.1089,-1.8632,0,0.084,-2.8881
-2.2196,-3.2453,0,0.504,-4.9609
-0.8397,-0.8069,0,0.084,-1.5626
-1.2438,-2.2415,0,0.168,-3.3173
-1.8792,-3.0461,0,0.252,-4.6733
-1.9444,-2.5812,0,0.21,-4.3156
-1.4937,-3.0176,0,0.168,-4.3433
-1.0168,-3.0812,0,0.378,-3.72
-1.1634,-2.7648,0,0.42,-3.5082
-2.9002,-3.3635,0,0.798,-5.4657
-3.0986,-4.6003,0,0.756,-6.9429
-1.5535,-2.3865,0,0.084,-3.856
-1.501,-2.5114,0,0.504,-3.5084
-1.803,-3.0333,0,0.336,-4.5003
-1.2702,-1.8322,0,0.252,-2.8504
-1.2224,-1.887,0,0.252,-2.8574
-0.2934,-1.9296,0,0.252,-1.971
-0.5344,-1.0799,0,0.252,-1.3623
-0.4956,-0.7977,0,0.21,-1.0833
-1.4686,-1.7992,0,0.21,-3.0578
-0.8808,-1.1847,0,0,-2.0655
-0.9645,-1.1736,0,0,-2.1382
-1.7258,-3.0321,0,0.168,-4.5899
-1.11,-1.4031,0,0.168,-2.3451
-2.0413,-2.9998,0,0.42,-4.6212
-1.5216,-2.4934,0,0.084,-3.9309
-0.8902,-0.7777,0,0,-1.6679
-0.6659,-1.6615,0,0.168,-2.1594
-1.9709,-2.1337,0,0.21,-3.8945
-1.1922,-3.1617,0,0.504,-3.8499
-1.4995,-2.9362,0,0.42,-4.0157
-2.1166,-2.9662,0,0.546,-4.5368
-1.0025,-1.5001,0,0.084,-2.4186
-1.2813,-1.3879,0,0.084,-2.5852
-0.9323,-1.6779,0,0.084,-2.5262
-1.0398,-1.1642,0,0.084,-2.1201
-1.0153,-1.0708,0,0,-2.0861
-1.0403,-1.0263,0,0,-2.0666
-3.4311,-5.0066,0,1.302,-7.1357
-1.4537,-2.5665,0,0.42,-3.6002
-1.3141,-2.1838,0,0.042,-3.4559
-1.6829,-1.9922,0,0.294,-3.381
-2.8725,-3.1123,0,0.924,-5.0608
-1.9887,-3.0252,0,0.63,-4.384
-2.2929,-2.278,0,0.21,-4.3609
-0.6347,-1.9984,0,0.168,-2.4652
-1.9721,-2.7153,0,0.294,-4.3934
-1.3081,-2.0562,0,0.336,-3.0282
-0.9988,-2.5594,0,0.336,-3.2222
-1.645,-2.66,0,0.336,-3.969
-2.0376,-2.5682,0,0.378,-4.2278
-1.4966,-2.5043,0,0.294,-3.7069
-1.576,-2.2547,0,0.378,-3.4527
-2.2294,-4.2962,0,0.966,-5.5596
-1.5191,-1.7558,0,0.21,-3.0649
-1.6542,-1.7707,0,0.21,-3.2149
-0.8578,-1.7991,0,0.168,-2.4888
-0.9613,-2.154,0,0.42,-2.6953
-1.6909,-3.8731,0,1.008,-4.556
-0.9471,-2.062,0,0.42,-2.5891
-0.756,-1.9878,0,0.42,-2.3238
-1.6552,-3.696,0,1.176,-4.1752
-1.972,-2.2287,0,0.336,-3.8647
-1.7211,-1.2837,0,0,-3.0048
-1.1913,-1.8575,0,0.042,-3.0068
-1.0856,-1.2185,0,0.084,-2.2202
-0.5901,-2.2366,0,0.21,-2.6167
-3.2788,-4.2033,0,0.84,-6.6421
-2.3174,-4.2239,0,0.798,-5.7434
-2.2388,-3.7476,0,0.882,-5.1044
-3.0687,-4.2358,0,0.882,-6.4226
-1.7657,-1.997,0,0.504,-3.2587
-2.1774,-3.5628,0,0.588,-5.1521
-2.7746,-3.9122,0,0.63,-6.0569
-0.8481,-1.0307,0,0.084,-1.7947
-0.7731,-2.123,0,0,-2.8961
-0.6385,-2.7925,0,0.378,-3.0529
-0.5302,-1.6604,0,0.252,-1.9386
-0.6989,-1.7483,0,0.252,-2.1952
-0.6816,-1.7564,0,0.252,-2.186
-0.9362,-1.9996,0,0.294,-2.6418
-1.5347,-2.0356,0,0.168,-3.4023
-1.7227,-1.8472,0,0.63,-2.94
-1.7431,-2.2379,0,0.336,-3.645
-2.0095,-2.0943,0,0.168,-3.9359
-1.8133,-2.4003,0,0.168,-4.0456
-0.9467,-1.2541,0,0.084,-2.1168
-1.0165,-1.3004,0,0.084,-2.2329
-0.7913,-0.9739,0,0.084,-1.6812
-1.4939,-1.6437,0,0,-3.1376
-2.2026,-2.6543,0,0.63,-4.2269
-0.9577,-1.5728,0,0.042,-2.4885
-1.7319,-1.8106,0,0.462,-3.0805
-1.9302,-2.3273,0,0.63,-3.6275
-1.9256,-2.3625,0,0.672,-3.6161
-0.5412,-1.3117,0,0.084,-1.7688
-1.2923,-2.6081,0,0.546,-3.3544
-2.2742,-3.5632,0,0.966,-4.8714
-0.3337,-1.1184,0,0.084,-1.3681
-0.9981,-1.3199,0,0.042,-2.2761
-1.6111,-2.2664,0,0.168,-3.7095
-0.6142,-1.419,0,0.21,-1.8232
-0.9747,-1.45,0,0.168,-2.2568
-0.7413,-1.7458,0,0.252,-2.2351
-0.9001,-1.3216,0,0.042,-2.1797
-0.2361,-1.1697,0,0.042,-1.3638
-1.5677,-2.2808,0,0.168,-3.6805
-0.4342,-1.9123,0,0.336,-2.0105
-1.1585,-1.3917,0,0.252,-2.2982
-1.6044,-2.4713,0,0.336,-3.7397
-2.2031,-3.4519,0,0.588,-5.067
-2.7089,-3.7963,0,1.134,-5.3712
-2.6272,-3.5313,0,0.882,-5.2765
-1.8032,-1.9636,0,0.504,-3.2628
-1.8717,-1.9674,0,0.504,-3.3351
-1.8895,-2.1531,0,0.504,-3.5386
-0.7214,-0.7971,0,0,-1.5185
-1.0258,-1.2219,0,0.126,-2.1217
-0.9522,-1.2413,0,0.126,-2.0676
-1.5797,-1.6212,0,0.126,-3.0749
-1.5187,-1.8356,0,0.21,-3.1443
-0.8548,-1.1951,0,0,-2.0499
-1.2256,-1.9121,0,0.126,-3.0117
-2.2092,-3.4033,0,0.546,-5.0666
-1.0329,-2.1941,0,0.168,-3.0591
-1.6973,-2.1807,0,0.252,-3.6261
-1.4637,-2.218,0,0.252,-3.4298
-1.7535,-2.9895,0,0.42,-4.323
-0.7083,-0.9344,0,0,-1.6428
-1.5436,-2.1408,0,0.126,-3.5584
-1.6065,-2.2028,0,0.126,-3.6833
-1.7192,-2.0451,0,0.126,-3.6383
-1.6941,-2.4159,0,0.336,-3.774
-1.7209,-2.6558,0,0.378,-3.9987
-2.3281,-3.8551,0,0.924,-5.2592
-2.1134,-3.8419,0,1.26,-4.6953
-2.6198,-4.3623,0,0.966,-6.016
-0.9965,-1.8706,0,0,-2.8672
-0.8684,-1.6804,0,0.084,-2.4648
-1.0963,-1.3243,0,0.042,-2.3786
-0.8376,-1.5533,0,0.21,-2.1808
-1.6693,-2.8279,0,0.756,-3.7412
-2.3148,-3.2403,0,0.63,-4.9251
-2.8268,-3.1614,0,0.756,-5.2322
-2.0564,-3.7314,0,1.134,-4.6538
-1.6786,-3.1761,0,0.924,-3.9306
-1.786,-2.7944,0,0.924,-3.6563
-2.0215,-2.6964,0,0.588,-4.13
-2.5862,-2.4119,0,0.462,-4.536
-0.6535,-1.7298,0,0.252,-2.1313
-0.8449,-1.755,0,0.252,-2.3479
-0.7598,-1.6915,0,0.252,-2.1993
-0.8819,-1.15,0,0.126,-1.9059
-2.5531,-2.8938,0,0.546,-4.9009
-1.9717,-2.9022,0,0.672,-4.202
-0.7181,-1.8098,0,0.168,-2.3599
-1.2128,-1.6051,0,0.168,-2.6499
-1.1496,-1.4885,0,0.168,-2.4701
-0.9339,-1.7097,0,0.294,-2.3497
-0.4303,-1.3985,0,0.252,-1.5769
-0.8343,-1.2984,0,0.252,-1.8807
-0.5843,-1.2832,0,0.126,-1.7416
-2.1849,-2.972,0,0.63,-4.5269
-1.8154,-3.0122,0,0.798,-4.0296
-0.8214,-1.6596,0,0.21,-2.271
-1.3295,-2.875,0,0.588,-3.6164
-1.3086,-1.9595,0,0.126,-3.1421
-1.2107,-1.4283,0,0,-2.639
-1.057,-2.0615,0,0.126,-2.9924
-2.2446,-2.8565,0,0.378,-4.723
-0.8062,-1.5722,0,0.21,-2.1683
-1.1233,-1.8496,0,0.21,-2.7629
-1.4097,-2.5706,0,0.168,-3.8123
-1.5973,-2.3127,0,0.378,-3.5319
-1.1596,-1.3907,0,0.042,-2.5083
-1.5072,-2.425,0,0.252,-3.6802
-0.5905,-0.9181,0,0.042,-1.4667
-0.7427,-1.0335,0,0,-1.7762
-0.9001,-1.3744,0,0,-2.2744
-0.8398,-1.0437,0,0,-1.8835
-1.2351,-1.6858,0,0.252,-2.6689
-0.6827,-1.4263,0,0.084,-2.025
-0.6046,-1.1971,0,0.126,-1.6758
-1.1095,-1.5593,0,0.126,-2.5428
-0.9401,-1.1891,0,0.126,-2.0032
-1.589,-2.1746,0,0.084,-3.6796
-1.6866,-2.2054,0,0.084,-3.808
-0.984,-1.972,0,0.084,-2.8719
-1.2492,-1.4554,0,0.126,-2.5787
-1.5652,-1.9496,0,0.378,-3.1368
-1.827,-2.4861,0,0.504,-3.809
-0.9337,-1.1671,0,0,-2.1007
-1.4689,-2.6444,0,0.21,-3.9033
-1.4398,-2.1751,0,0.21,-3.405
-0.6778,-1.4556,0,0.084,-2.0494
-0.7018,-1.4703,0,0.084,-2.088
-1.1575,-2.4057,0,0.504,-3.0592
-0.5029,-0.7912,0,0.084,-1.2101
-1.5848,-2.2748,0,0.168,-3.6917
-1.6876,-2.7197,0,0.252,-4.1553
-0.6929,-1.9798,0,0.21,-2.4627
-1.3336,-2.5698,0,0.168,-3.7354
-1.9323,-2.4457,0,0.378,-4.0001
-2.0584,-2.9247,0,0.42,-4.5631
-2.0672,-2.9433,0,0.798,-4.2125
-2.5934,-3.5678,0,0.756,-5.4053
-1.0263,-2.1422,0,0.084,-3.0845
-0.9736,-2.4599,0,0.504,-2.9295
-1.4415,-2.6721,0,0.336,-3.7776
-0.4705,-1.8057,0,0.252,-2.0242
-0.7247,-2.0471,0,0.252,-2.5198
-1.3153,-2.0094,0,0.252,-3.0726
-0.4482,-1.1051,0,0.252,-1.3012
-0.7847,-0.9206,0,0.21,-1.4954
-0.8193,-1.1577,0,0.21,-1.767
-0.9191,-1.1677,0,0,-2.0868
-0.9191,-1.1766,0,0,-2.0957
-1.1778,-2.4037,0,0.168,-3.4135
-0.9182,-1.4162,0,0.168,-2.1664
-1.8208,-2.3641,0,0.42,-3.7649
-1.2641,-2.5083,0,0.084,-3.6884
-0.9284,-0.9021,0,0,-1.8305
-1.1742,-1.5278,0,0.168,-2.534
-1.1849,-2.0837,0,0.21,-3.0586
-2.8545,-3.3822,0,0.504,-5.7327
-2.2084,-2.6562,0,0.42,-4.4446
-1.7276,-2.8911,0,0.546,-4.0728
-0.8823,-1.3613,0,0.084,-2.1597
-0.7303,-1.413,0,0.084,-2.0593
-0.3909,-1.4654,0,0.084,-1.7723
-0.8981,-1.2026,0,0.084,-2.0166
-0.5018,-1.0117,0,0,-1.5135
-0.5772,-1.0034,0,0,-1.5806
-2.805,-3.6556,0,1.302,-5.1586
-1.9424,-2.5962,0,0.42,-4.1186
-1.5689,-2.0048,0,0.042,-3.5316
-1.303,-1.6183,0,0.294,-2.6272
-2.4685,-2.8952,0,0.924,-4.4397
-2.1745,-2.4988,0,0.63,-4.0433
-1.2018,-1.379,0,0.21,-2.3708
-1.1063,-1.4012,0,0.168,-2.3395
-1.6669,-2.2679,0,0.294,-3.6407
-1.7638,-2.1639,0,0.336,-3.5917
-0.8834,-2.0688,0,0.336,-2.6163
-0.9697,-2.0016,0,0.336,-2.6353
-2.2873,-2.2144,0,0.378,-4.1237
-2.4006,-2.2927,0,0.378,-4.3152
-2.503,-2.2688,0,0.378,-4.3938
-2.8171,-3.9234,0,0.966,-5.7745
-1.0139,-1.4282,0,0.21,-2.2321
-0.8007,-1.7525,0,0.21,-2.3432
-0.0587,-1.6022,0,0.168,-1.4929
-1.4489,-2.5112,0,0.42,-3.5401
-2.559,-3.3999,0,1.008,-4.9509
-1.4245,-1.8737,0,0.42,-2.8782
-1.2404,-2.1712,0,0.42,-2.9916
-2.073,-3.1747,0,1.176,-4.0717
-1.4866,-1.7186,0,0.336,-2.8692
-0.9606,-1.0671,0,0,-2.0276
-1.2317,-1.8223,0,0.042,-3.0119
-0.683,-1.0513,0,0.084,-1.6503
-1.3082,-1.9114,0,0.21,-3.0096
-3.5601,-3.6627,0,0.84,-6.3828
-1.9908,-3.1796,0,0.798,-4.3724
-1.6333,-3.1205,0,0.882,-3.8718
-2.072,-3.1403,0,0.882,-4.3302
-1.9248,-2.1665,0,0.504,-3.5873
-2.1817,-2.7461,0,0.588,-4.3398
-2.253,-3.4062,0,0.63,-5.0292
-0.5989,-0.874,0,0.084,-1.3889
-1.5019,-1.7788,0,0,-3.2807
-1.3887,-2.4786,0,0.378,-3.4893
-0.6347,-1.7102,0,0.252,-2.0929
-0.8034,-1.6396,0,0.252,-2.191
-0.6594,-1.598,0,0.252,-2.0054
-1.4622,-0.3851,0,0.294,-1.5532
-0.5715,-1.6926,0,0.168,-2.0961
-1.7679,-1.9676,0,0.63,-3.1054
-1.8841,-2.0474,0,0.336,-3.5955
-1.9469,-2.4298,0,0.168,-4.2087
-1.4883,-2.5011,0,0.21,-3.7794
-1.3747,-1.5256,0,0.084,-2.8163
-1.4526,-1.5063,0,0.084,-2.875
-1.3815,-1.3144,0,0.084,-2.6118
0.66,-1.1163,0,0,-0.4563
-1.8281,-2.3658,0,0.63,-3.564
-0.5738,-1.3338,0,0.042,-1.8656
-1.9761,-1.8839,0,0.462,-3.398
-1.7763,-2.1309,0,0.63,-3.2772
-2.0402,-2.0849,0,0.672,-3.4531
-0.8977,-1.0443,0,0.084,-1.858
-1.5162,-3.1547,0,0.546,-4.1249
-3.66,-1.0594,0,0.966,-3.7534
-0.7188,-1.0634,0,0.084,-1.6982
-0.2421,-0.9405,0,0.042,-1.1406
-1.4685,-2.1339,0,0.168,-3.4343
-1.0603,-1.6075,0,0.21,-2.4578
-0.7738,-1.5215,0,0.168,-2.1273
-0.5371,-1.3017,0,0.252,-1.5868
-0.4288,-0.8618,0,0.042,-1.2486
-0.2698,-0.9747,0,0.042,-1.2025
-1.6331,-2.139,0,0.168,-3.6041
-0.9072,-1.4827,0,0.336,-2.054
-0.035,-1.1505,0,0.252,-0.9335
-0.5924,-1.9245,0,0.336,-2.1809
-2.1117,-1.4597,0,0.588,-2.9834
-4.3534,3.455,0,1.134,0.2356
-3.1564,-2.1193,0,0.882,-4.3937
-0.8499,-2.2406,0,0.504,-2.5865
-1.4059,-2.6797,0,0.504,-3.5816
-1.2114,-2.6326,0,0.504,-3.34
-1.1538,-0.7157,0,0,-1.8694
-1.4219,-1.4603,0,0.126,-2.7562
-1.4441,-1.458,0,0.126,-2.7761
-1.2681,-1.4488,0,0.126,-2.5909
-0.9951,-1.597,0,0.21,-2.3821
-0.8075,-0.9866,0,0,-1.7941
-1.8057,-2.3926,0,0.126,-4.0723
-2.7347,-0.261,0,0.546,-2.4497
-1.8845,-2.4416,0,0.168,-4.1581
-1.8615,-2.0199,0,0.252,-3.6294
-0.5772,-1.8131,0,0.252,-2.1383
-2.4455,-2.7951,0,0.42,-4.8206
-1.1889,-1.2704,0,0,-2.4593
-1.6595,-2.2219,0,0.126,-3.7554
-0.7507,-1.5245,0,0.126,-2.1492
-1.6463,-1.9877,0,0.126,-3.508
-2.2629,-2.4851,0,0.336,-4.412
-1.5372,-2.6069,0,0.378,-3.7661
-3.0503,-2.0851,0,0.924,-4.2114
-3.9148,0.8629,0,1.302,-1.7499
-3.3024,7.2467,0,0.966,4.9103
-0.3264,-1.2913,0,0,-1.6177
-0.5029,-1.1049,0,0.084,-1.5238
-0.2723,-0.9921,0,0.042,-1.2224
-1.2497,-1.3182,0,0.21,-2.3579
-2.372,-2.1947,0,0.756,-3.8107
-3.1046,2.7239,0,0.63,0.2493
-2.0522,-1.9365,0,0.756,-3.2327
-3.403,0.6263,0,1.218,-1.5586
-3.0374,-0.1879,0,0.924,-2.3014
-3.169,-4.0827,0,0.924,-6.3277
-1.9922,-2.0082,0,0.588,-3.4124
-3.0554,-3.8132,0,0.462,-6.4066
-0.8133,-1.6026,0,0.252,-2.1639
-0.2895,-1.9409,0,0.252,-1.9784
-0.3167,-1.4442,0,0.252,-1.5089
-0.1103,-0.8896,0,0.126,-0.8739
-2.1763,-2.6083,0,0.546,-4.2386
-2.0628,-2.8845,0,0.672,-4.2753
-0.1889,-1.1695,0,0.168,-1.1904
0.2818,-1.1586,0,0.168,-0.7088
-0.2773,-1.072,0,0.168,-1.1813
-1.7921,-2.3426,0,0.294,-3.8407
-0.6449,-1.4846,0,0.252,-1.8775
-1.203,-1.2987,0,0.252,-2.2497
-1.3011,-1.5678,0,0.126,-2.743
-1.8775,-2.8115,0,0.63,-4.059
-2.1729,-3.1119,0,0.798,-4.4868
-0.8526,-1.7478,0,0.21,-2.3904
-1.8047,-2.9826,0,0.588,-4.1993
-1.7145,-2.0749,0,0.126,-3.6634
-0.3166,-1.0424,0,0,-1.359
-0.835,-2.273,0,0.126,-2.982
-1.5105,-2.5846,0,0.378,-3.7171
-0.6695,-1.2994,0,0.21,-1.7588
-1.6773,-1.5324,0,0.21,-2.9997
-1.7778,0.703,0,0.168,-0.9069
-1.8573,-2.6672,0,0.378,-4.1465
-0.5597,-1.1252,0,0.042,-1.6429
-0.6668,-1.885,0,0.252,-2.2998
-0.3969,-0.7151,0,0.042,-1.07
-0.918,-0.9886,0,0,-1.9066
0.0044,-1.0516,0,0,-1.0472
-0.555,-0.8743,0,0,-1.4293
-1.3372,-2.2826,0,0.252,-3.3677
-0.3451,-1.2182,0,0.084,-1.4794
-0.5942,-0.8965,0,0.126,-1.3647
-1.3302,-1.2146,0,0.126,-2.4188
-0.6213,-0.8758,0,0.126,-1.3711
-1.9906,-1.7421,0,0.084,-3.6487
-1.6908,-1.9545,0,0.084,-3.5613
-1.7821,-2.2602,0,0.084,-3.9583
-0.4485,-1.3711,0,0.126,-1.6935
-1.5244,-2.1497,0,0.378,-3.2962
-1.5117,-2.4403,0,0.504,-3.448
-1.2252,-1.3702,0,0,-2.5954
-2.0809,-1.8584,0,0.21,-3.7293
-1.2452,-2.6186,0,0.21,-3.6538
-0.1969,-1.1052,0,0.084,-1.2181
-0.2218,-1.1546,0,0.084,-1.2923
-1.4558,-0.7722,0,0.504,-1.724
-1.2207,-0.9661,0,0.084,-2.1028
-0.894,-1.876,0,0.168,-2.602
-1.512,-2.8599,0,0.252,-4.1199
-0.8941,-1.5075,0,0.21,-2.1916
-0.5975,-1.5356,0,0.168,-1.9651
-1.5174,-4.6793,0,0.378,-5.8187
-2.1694,-2.7343,0,0.42,-4.4837
-2.2013,-3.369,0,0.798,-4.7723
-3.9393,-2.4715,0,0.756,-5.6548
-1.6916,-2.4532,0,0.084,-4.0607
-1.2984,-1.7804,0,0.504,-2.5748
-2.2301,-2.9191,0,0.336,-4.8132
-0.3621,-1.4917,0,0.252,-1.6018
-0.7837,-2.0728,0,0.252,-2.6045
-0.5699,-2.0452,0,0.252,-2.3631
-0.5901,-1.0175,0,0.252,-1.3557
-0.671,-1.0794,0,0.21,-1.5404
-0.6804,-1.2371,0,0.21,-1.7075
-1.2424,-1.3685,0,0,-2.6109
-1.2198,-1.3701,0,0,-2.5898
-1.7432,-1.7087,0,0.168,-3.2839
-1.2391,-1.5608,0,0.168,-2.6319
-1.9689,-3.065,0,0.42,-4.6139
-1.2664,-2.0576,0,0.084,-3.24
-1.131,-1.0033,0,0,-2.1343
-0.8393,-1.579,0,0.168,-2.2502
-2.1473,-2.1433,0,0.21,-4.0806
-2.3628,-2.8353,0,0.504,-4.6941
-1.4041,-2.0898,0,0.42,-3.0739
-2.5366,-3.4306,0,0.546,-5.4213
-0.5879,-1.2275,0,0.084,-1.7314
-0.2625,-1.1703,0,0.084,-1.3488
-0.2514,-1.3054,0,0.084,-1.4728
-1.4169,-1.4377,0,0.084,-2.7707
-1.2354,-1.3007,0,0,-2.5361
-1.2886,-1.3275,0,0,-2.6161
-4.6432,-1.7505,0,1.302,-5.0916
-1.4388,-1.4199,0,0.42,-2.4388
-0.4514,-1.3647,0,0.042,-1.774
-0.6725,-1.4452,0,0.294,-1.8237
-2.5858,-1.1306,0,0.924,-2.7924
-1.9946,-2.6523,0,0.63,-4.0168
-0.5091,-1.3156,0,0.21,-1.6146
-0.279,-1.2774,0,0.168,-1.3885
-1.5409,-1.6098,0,0.294,-2.8568
-1.8846,-2.2501,0,0.336,-3.7988
-1.9903,-2.1827,0,0.336,-3.8369
-2.0538,-1.989,0,0.336,-3.7067
-1.4428,-2.1124,0,0.378,-3.1772
-1.7983,-2.4036,0,0.378,-3.8239
-1.6664,-2.1453,0,0.378,-3.4337
-4.1624,0.5514,0,0.966,-2.645
-0.5661,-1.6354,0,0.21,-1.9915
-0.5989,-1.639,0,0.21,-2.0279
-1.4862,-1.3151,0,0.168,-2.6333
-1.9465,-2.4209,0,0.42,-3.9475
-2.7065,-4.5003,0,1.008,-6.1988
-1.6996,-2.5813,0,0.42,-3.8609
-0.9074,-2.2735,0,0.42,-2.7609
-3.1603,-12.2712,0,1.176,-14.2554
-1.6741,-2.0664,0,0.336,-3.4045
-0.6479,-0.799,0,0,-1.4469
-0.8516,-1.3453,0,0.042,-2.1549
-1.2924,-1.2865,0,0.084,-2.4949
-0.9634,-1.7065,0,0.21,-2.4599
-2.4288,-0.5218,0,0.84,-2.1106
-2.5776,-3.305,0,0.798,-5.0846
-2.6455,-2.4549,0,0.882,-4.2183
-2.6734,-3.1695,0,0.882,-4.9609
-1.5349,-1.9398,0,0.504,-2.9707
-3.2794,-3.2884,0,0.588,-5.9798
-2.5071,-1.0956,0,0.63,-2.9728
-0.6024,-0.8622,0,0.084,-1.3805
-1.8033,-0.1029,0,0,-1.9062
-4.1026,18.1104,0,0.378,14.3858
-1.2328,-1.7294,0,0.252,-2.7102
-1.1814,-1.8386,0,0.252,-2.7679
-0.253,-1.3352,0,0.252,-1.3362
-0.6581,-1.3114,0,0.294,-1.6755
-2.0964,-2.5841,0,0.168,-4.5125
-1.638,-2.6242,0,0.63,-3.6322
-0.9877,-2.0835,0,0.336,-2.7352
-2.7127,-3.0251,0,0.168,-5.5698
