X1_steric,X2_clash,X3_proDesolv,X4_ligDesolv,X5_ligDesolvHB,X6_HB,Y1_score
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-2.670783,3.40282346638529e+38
-16.921019,0.241491,2.759827,5.637928,-0.391018,-1.161889,-9.83468
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.134659,3.40282346638529e+38
-17.635046,0.178595,2.607426,6.133517,-0.566099,-1.315037,-10.596644
-7.235767,0.082592,0.277815,4.745351,-0.608325,0,-2.738334
-11.280032,0.085228,0.527652,2.399173,-0.011163,0,-8.279142
-11.253673,0.086444,0.522097,2.399176,-0.008951,0,-8.254907
-13.85015,0.110808,0.795135,1.935789,0,-0.019914,-11.028331
-16.408957,0.205865,1.791522,4.699788,-0.028896,-0.293172,-10.033851
-11.189033,0.133887,0.437805,3.306393,-0.000244,-0.079412,-7.390604
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,1.730905,-0.2854,-0.287177,3.40282346638529e+38
-27.224245,0.390329,3.666844,6.73253,-0.38569,-0.187827,-17.00806
-15.97714,0.209117,2.052645,3.319155,-0.000611,-0.075844,-10.472679
-16.21656,0.184371,0.799691,2.922386,-0.115607,-1.356956,-13.782675
-18.907404,0.314312,0.877871,3.005443,-0.097217,-0.767478,-15.574472
-26.40609,0.298091,3.883745,4.629814,-1.137077,-1.615047,-20.346563
-8.30351,0.077699,0.438231,2.284511,-0.006548,0,-5.509618
-13.833595,0.167499,1.867007,3.560757,-0.320885,-2.910287,-11.469505
-15.725108,0.15944,3.383385,6.412293,-0.667499,-1.94764,-8.385129
-14.343939,0.15006,2.712148,3.813819,-0.0353,-0.620077,-8.323288
-20.955545,0.180617,1.759058,3.656593,-0.033765,-0.359844,-15.752889
-25.58498,0.341312,1.535462,4.262273,-0.009884,-0.404469,-19.860285
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-2.329391,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.435346,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.853182,3.40282346638529e+38
-16.166914,0.267963,0.761375,2.737681,-0.056714,-1.078767,-13.535376
-16.420004,0.282548,1.273224,2.358606,-1.492641,-3.692873,-17.691137
-13.843769,0.200905,1.016991,0.869073,0,0,-11.756801
-11.907907,0.178575,0.827121,3.867384,-0.400775,-1.753293,-9.188897
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-1.4929,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.016888,3.40282346638529e+38
-24.34841,0.271622,1.507444,7.9602,-0.669852,-0.994814,-16.273809
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.970599,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,11.866715,-1.307933,-0.767725,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,8.46933,-0.969391,-2.790985,3.40282346638529e+38
-21.005541,0.238049,4.138774,6.3334,-0.824298,-1.999833,-13.11945
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.167508,3.40282346638529e+38
-16.040504,0.267649,0.747804,6.430429,-0.359451,-1.709782,-10.663857
-16.246716,0.254485,0.910176,6.185398,-0.283607,-1.867341,-11.047606
-11.906933,0.138852,2.482416,4.189757,-1.002079,-1.398777,-7.496764
-8.977005,0.13929,0.38273,3.000494,-0.237869,-0.076594,-5.768955
-26.071064,0.333061,2.122392,6.722548,-0.431048,-2.350522,-19.674633
-22.273613,0.338042,2.074691,5.747729,-0.559937,-1.33453,-16.007618
-12.309129,0.127665,1.024968,5.648012,-0.170555,-1.454465,-7.133504
-9.506788,0.15461,1.199168,5.563163,-0.499138,-1.356937,-4.445922
-11.532122,0.120151,1.000147,5.000437,-0.168221,-1.37525,-6.954857
-12.518798,0.16729,1.144966,8.541665,-1.165715,-4.417504,-8.248096
-10.607429,0.11448,0.28286,6.663219,-0.28041,-1.010435,-4.837714
-10.743273,0.116861,0.272731,7.014751,-0.46693,-1.070715,-4.876575
-11.717498,0.114379,0.431678,3.250371,-0.185279,-0.546833,-8.653181
-20.710165,0.285666,1.259788,6.487723,-0.496385,-0.983059,-14.156431
-28.095797,0.53289,3.590213,6.475684,-1.076766,-3.295581,-21.869358
-15.944195,0.144343,0.799698,4.014297,-0.002642,-0.051104,-11.039602
-16.271477,0.223188,2.576903,10.984718,-2.960238,-4.168077,-9.614982
-16.960302,0.143859,0.87343,5.62318,-0.382452,-0.991466,-11.693749
-14.444646,0.214106,0.750288,1.004202,-0.000286,0,-12.476336
-18.664686,0.295469,1.749378,4.983515,-0.11251,-0.660704,-12.409538
-22.983234,0.387686,3.322876,6.474319,-0.506189,-1.222274,-14.526817
-16.804253,0.297059,2.224872,1.607399,-0.152149,-0.849962,-13.677033
-16.541744,0.336759,2.101052,1.550014,-0.153036,-0.77383,-13.480784
-22.76,0.350102,2.293794,4.03739,-1.180804,-0.919215,-18.178734
-15.117149,0.154275,2.090034,6.379786,-0.820667,-3.503741,-10.817462
-11.439319,0.140722,2.280771,3.62766,-2.133104,-1.237796,-8.761066
-19.701494,0.177299,3.740519,3.435198,-0.396176,-0.898252,-13.642906
-7.410455,0.059559,0.309437,2.470483,-0.000643,-1.286448,-5.858067
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,0,3.40282346638529e+38
-13.759446,0.197374,0.462478,3.141845,-0.267356,-0.253432,-10.478536
-7.941581,0.069485,0.44413,3.592417,-0.03075,-0.418948,-4.285247
-14.977557,0.190322,2.406124,6.339113,-1.035504,-2.275574,-9.353075
-12.898998,0.115272,1.727833,3.94403,-0.147853,-0.728819,-7.988536
-10.962942,0.157149,0.528382,3.064235,-0.0326,-0.110728,-7.356504
-14.648252,0.216132,0.502117,5.332345,-0.062745,-0.80385,-9.464253
-11.240277,0.145157,0.303108,3.726686,-0.112592,-0.747039,-7.924959
-19.976654,0.299749,1.314758,2.919298,-0.018619,-0.021497,-15.482965
-20.998335,0.498587,1.800105,2.82323,-0.105034,0,-15.981448
-20.921972,0.462442,1.276876,1.499015,-0.055314,0,-17.738953
-13.283093,0.157704,2.809992,2.565766,-0.569242,-1.342964,-9.661837
-18.631519,0.243617,1.861449,9.337436,-1.277855,-2.400567,-10.867439
-21.523788,0.362814,1.100702,10.947739,-1.183565,-1.916869,-12.212967
-9.339127,0.076078,0.434304,2.387303,-0.022976,-0.184044,-6.648462
-18.984936,0.324967,1.137717,3.24177,-0.003385,-0.449269,-14.733137
3.40282346638529e+38,3.40282346638529e+38,3.039656,5.420004,-0.18933,-0.244656,3.40282346638529e+38
-12.161499,0.113654,2.629164,1.63068,-0.143482,-0.894434,-8.825917
-13.878949,0.12744,1.769693,1.474711,-0.017384,-0.812837,-11.337328
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.989708,3.40282346638529e+38
-7.510293,0.097698,0.217768,1.760921,-0.496396,-1.398464,-7.328767
-15.578793,0.234087,1.569587,2.687867,-0.164607,-0.812509,-12.064367
-21.420261,0.283174,1.248297,3.633261,-0.464489,-0.017491,-16.737509
-19.45895,0.214207,1.983435,2.729554,-0.13722,-0.237571,-14.906546
-21.247084,0.215536,2.367685,3.836233,-0.00967,-0.354467,-15.191767
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,4.29487,-0.376656,-1.331299,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.710217,-2.088268,-1.435865,3.40282346638529e+38
-25.430624,0.278143,1.450955,5.935869,-0.206502,-0.641576,-18.613733
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-1.29353,3.40282346638529e+38
-18.399361,0.407137,1.146563,4.142035,-0.09671,-0.119534,-12.919869
3.40282346638529e+38,3.40282346638529e+38,1.776033,6.284983,-0.662386,-1.830359,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-3.290493,3.40282346638529e+38
-12.131435,0.202183,1.549016,5.854657,-1.44459,-4.199719,-10.16989
-13.945113,0.136439,1.594405,5.854217,-0.526577,-1.074944,-7.961574
-11.278486,0.145404,2.767591,6.226924,-1.301235,-1.234648,-4.674451
-5.671665,0.11355,2.47394,4.834073,-1.567333,-5.008749,-4.826184
3.40282346638529e+38,3.40282346638529e+38,2.518798,4.220173,-1.10952,-3.83979,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,0,3.40282346638529e+38
-9.40878,0.073391,0.477362,2.353431,-0.027139,-0.261721,-6.793457
-9.413348,0.073807,0.434257,2.376703,-0.018584,-0.188489,-6.735654
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.052125,3.40282346638529e+38
-11.739817,0.089244,0.51464,1.199619,-0.042896,-0.692185,-10.671395
-20.855013,0.229073,1.602477,6.08229,-0.139013,-0.415089,-13.495276
-19.429956,0.371652,1.311007,1.596015,-0.233337,-0.529962,-16.914583
-7.980092,0.069342,0.443743,3.876275,-0.066887,-0.505723,-4.163341
-13.569274,0.163667,1.126695,4.726113,-0.056002,-1.330222,-8.939023
-16.836395,0.181419,1.076535,3.52444,-0.80087,-1.001102,-13.855974
-22.223148,0.263188,2.389392,4.695462,-0.017223,-0.444184,-15.336514
-21.341703,0.30016,1.531005,4.864505,-0.065035,-0.839165,-15.550237
-21.13744,0.271525,3.347113,4.41171,-0.129596,-0.469293,-13.705978
-13.057726,0.119925,1.633847,4.083148,-0.357333,-0.84285,-8.420988
-10.909866,0.120178,2.68822,2.81708,-0.224066,-0.869991,-6.378446
-13.823189,0.110332,2.055573,3.25448,-0.33722,-0.970359,-9.710382
-10.20473,0.079004,0.365982,2.831344,-0.486076,-0.027217,-7.441692
-9.099998,0.090103,0.371134,2.872778,-0.015956,-0.713184,-6.495121
-9.852887,0.072284,0.503057,2.925067,-0.001195,-0.01502,-6.368693
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-1.632273,3.40282346638529e+38
-20.053631,0.261803,2.799415,4.348179,0,-0.099556,-12.74379
-17.444231,0.278181,2.123042,4.738021,-0.096938,-0.492273,-10.894197
-16.036743,0.229067,1.874678,3.322733,-0.003588,-0.04584,-10.659693
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-2.503795,3.40282346638529e+38
-23.880014,0.328217,1.085473,9.146087,-0.598751,-1.200605,-15.119593
-15.629163,0.185168,2.885389,2.329028,-0.001327,-0.130338,-10.361242
-15.532366,0.22965,1.115434,1.062079,-0.019324,-0.300868,-13.445396
-20.952778,0.340881,2.214989,2.99262,-1.969767,-1.015507,-18.389563
-13.139512,0.15727,1.621809,7.519116,-0.206656,-1.770375,-5.818346
-15.465445,0.221508,2.316144,4.249043,-1.249371,-0.930802,-10.858922
-16.329927,0.238716,2.186831,4.573078,-0.579475,-2.25141,-12.162187
-20.796057,0.372388,2.8759,12.243133,-1.814766,-2.070783,-9.190185
-20.928699,0.237566,1.318393,7.034389,-0.282656,-0.934372,-13.555378
-18.446911,0.170817,3.399153,11.490085,-1.903647,-1.93916,-7.229664
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.267812,3.40282346638529e+38
-12.70346,0.098386,1.048759,4.339545,-0.412421,-0.282121,-7.911312
-12.827327,0.095891,1.020297,4.639928,-0.437408,-0.377512,-7.886131
-14.222293,0.145631,0.995023,5.221332,-0.191873,-1.899275,-9.951455
3.40282346638529e+38,3.40282346638529e+38,2.117894,7.039469,-1.164691,-5.345836,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-1.850708,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.4786,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,2.877339,7.891559,-1.006852,-3.104804,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-3.473173,3.40282346638529e+38
-18.096071,0.193178,2.477336,1.390489,0,0,-14.035068
-9.890491,0.140038,0.617575,0.557022,-0.005184,-0.06871,-8.64975
-13.899109,0.15786,1.130198,0.84093,-0.018945,-0.350911,-12.139977
-10.472183,0.097907,0.455291,2.902079,-0.001648,0,-7.018555
-16.867237,0.23262,1.634703,1.16604,-0.00401,-0.213814,-14.051696
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-1.294104,3.40282346638529e+38
-28.162184,0.42514,2.859607,8.402314,-0.363718,-0.592645,-17.431484
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-1.61836,3.40282346638529e+38
-27.336672,0.426844,3.572241,15.401052,-1.798015,-2.381507,-12.116057
-17.407545,0.19841,1.678239,11.776341,-0.228133,-1.912632,-5.895319
-23.414515,0.445472,3.095058,3.398162,-0.561834,-1.807078,-18.844732
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,4.39022,-0.437213,-0.601096,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,0,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,1.994614,-0.623802,-0.533417,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.399333,3.40282346638529e+38
-10.767552,0.178624,2.279263,6.293597,-2.211903,-6.324029,-10.552
3.40282346638529e+38,3.40282346638529e+38,3.614437,7.102525,-2.021907,-3.340631,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.598095,6.829918,-1.789701,-2.499056,3.40282346638529e+38
-13.511216,0.236399,2.46951,3.69792,-0.25565,-1.08024,-8.443277
-12.266449,0.228802,1.985016,2.744506,-0.526117,-1.573985,-9.408227
-13.327172,0.197213,3.258929,2.399237,-0.47985,-1.341107,-9.292751
-13.311068,0.239019,4.668606,3.121478,-0.949055,-0.367142,-6.598162
-12.109798,0.177875,1.592284,2.365531,-0.273463,-1.736572,-9.984143
-13.543647,0.255487,1.866852,2.348145,-0.111016,-0.513207,-9.697385
-8.708347,0.119636,0.771183,2.373646,-0.173638,-0.597169,-6.21469
-9.373879,0.123332,1.0565,2.50749,-1.180094,-2.003524,-8.870176
-7.450484,0.088519,0.561024,2.399237,-0.890419,-1.433062,-6.725186
-10.609005,0.17347,2.47698,1.921646,-0.082605,-0.642937,-6.76245
3.40282346638529e+38,3.40282346638529e+38,4.605183,2.546275,-0.16749,-0.813998,3.40282346638529e+38
-10.41295,0.137741,1.675043,1.94938,-0.136727,-0.02841,-6.815923
-13.204466,0.200134,1.929397,6.071121,-1.779425,-4.663302,-11.44654
-14.597004,0.213401,2.688458,6.375515,-0.874356,-2.976733,-9.170718
-14.460091,0.2782,2.731752,6.660874,-0.193318,-2.67517,-7.657751
-7.942212,0.140419,1.164277,4.011879,-0.553087,-2.255447,-5.434171
-11.715204,0.491968,2.668911,7.778126,-0.87131,-5.439449,-7.086957
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-4.103861,3.40282346638529e+38
-6.441571,0.10348,1.463836,3.44955,-0.481705,-2.812371,-4.718781
-8.701182,0.185867,0.902439,2.475084,-1.291561,-1.544151,-7.973504
-14.45939,0.188331,2.179338,1.620429,-0.128173,-0.51488,-11.114344
-8.644856,0.181133,1.567448,6.190757,-0.701032,-3.482164,-4.888715
-9.914611,0.161355,1.153918,6.099916,-1.464311,-2.649576,-6.61331
-10.025081,0.187167,1.848076,6.471709,-1.206708,-3.55272,-6.277557
-7.068679,0.204087,1.172881,3.286456,-0.528959,-2.840975,-5.775188
-6.473315,0.147753,1.163084,3.482708,-0.915642,-3.230647,-5.826058
-14.612968,0.189297,2.26542,2.103805,-0.192069,-0.770893,-11.017406
-10.186511,0.132704,1.962048,3.54221,-0.40945,-2.202576,-7.161574
-8.449726,0.086512,1.582043,3.871382,-0.42798,-2.774384,-6.112155
-12.267552,0.257058,2.149626,7.04866,-0.929587,-3.857207,-7.599003
-19.962645,0.371783,3.536566,2.760353,-0.001206,-0.803801,-14.098951
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-4.048427,3.40282346638529e+38
-17.969311,0.263808,4.763128,5.051592,-0.25537,-0.901258,-9.047412
-10.639807,0.1631,1.217156,7.508188,-1.536916,-1.899024,-5.187303
-10.700704,0.153234,1.196662,7.478111,-1.390022,-1.918316,-5.181034
-11.584945,0.185506,2.006325,7.295405,-2.599251,-2.090626,-6.787586
-6.547884,0.121858,0.416207,3.21095,-0.516147,-1.394409,-4.709425
-8.464544,0.123509,1.000907,1.53659,-0.50955,-1.340251,-7.65334
-8.619497,0.125115,1.025395,1.534983,-0.452808,-1.418841,-7.805653
-11.39683,0.243073,1.635311,2.686714,-1.909801,-2.117851,-10.859384
-12.531736,0.132629,1.622709,3.85514,-0.106776,-0.36389,-7.391924
-8.462118,0.094695,0.892538,2.0329,0,0,-5.441985
-12.320724,0.216551,1.888558,3.005787,-0.697325,-1.183937,-9.091088
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,4.521352,-0.669743,-0.367631,3.40282346638529e+38
-13.428461,0.197973,1.978234,2.385606,-0.363659,-0.975859,-10.206166
-14.325803,0.234701,2.072745,1.823223,-0.169631,-2.159456,-12.52422
-14.62512,0.214111,2.391709,2.215977,-0.19271,-2.027085,-12.023117
-17.416407,0.293662,3.94603,4.648232,-1.749379,-3.491068,-13.768929
-6.395914,0.132124,0.41586,1.839865,-0.400558,-1.250512,-5.659135
-13.361592,0.229652,1.578346,3.801393,-1.250492,-3.073428,-12.076121
-14.293003,0.303862,1.636334,6.066728,-1.748931,-2.742065,-10.777076
-13.376948,0.245663,2.09288,2.400686,-0.360381,-1.002563,-10.000662
-14.122581,0.280973,2.352346,2.130343,-0.654314,-0.074525,-10.087758
-13.440774,0.269868,3.52279,1.586497,-0.227139,-1.250982,-9.53974
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-3.836302,3.40282346638529e+38
-12.42181,0.288071,4.141782,9.381784,-3.763483,-6.135971,-8.509627
-17.415731,0.448726,5.378536,10.587817,-1.048375,-3.242213,-5.291241
-11.117011,0.267899,1.902759,2.212871,-0.649435,-1.674379,-9.057296
-11.830939,0.198274,1.825271,4.20793,-0.764402,-1.709596,-8.073463
-9.729026,0.129398,2.254732,0.876634,-0.379798,-0.463949,-7.31201
-9.405956,0.122739,1.578183,2.537765,-0.400905,-0.669443,-6.237617
3.40282346638529e+38,3.40282346638529e+38,4.028652,8.027588,-0.790279,-0.28752,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.872882,3.40282346638529e+38
-18.5683,0.292025,3.757565,5.158956,-0.068833,-0.57666,-10.005248
-13.537345,0.367505,5.019268,7.715234,-0.924993,-2.711603,-4.071935
-13.979669,0.273214,3.945865,7.110142,-0.915717,-2.129993,-5.696157
-12.225894,0.231455,3.822087,3.797914,-1.424862,-3.563958,-9.363259
-11.892255,0.339559,4.815184,4.775388,-0.815612,-2.391866,-5.169602
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-0.127443,3.40282346638529e+38
-10.311055,0.136692,2.374745,4.96872,-0.923114,-3.200701,-6.954713
-10.235826,0.136904,2.588731,4.608802,-0.963532,-2.977234,-6.842155
-9.707418,0.150102,2.506618,5.192617,-0.918357,-2.31895,-5.095388
-7.229562,0.12754,0.752478,3.023501,-0.432451,-2.125442,-5.883937
-18.880943,0.349387,3.22407,5.937238,-2.431236,-3.322942,-15.124428
-15.762261,0.257287,3.045561,3.321655,-1.242535,-3.309671,-13.689964
-10.28671,0.314064,1.666087,4.739258,-0.304075,-3.105797,-6.977173
-8.303316,0.150973,1.870662,3.965868,-0.33871,-0.936162,-3.590684
-8.887158,0.159068,2.221989,3.841451,-0.328546,-2.020842,-5.014038
-7.636976,0.13871,1.335823,6.604463,-1.092833,-3.192569,-3.843381
-8.608461,0.11196,1.257191,6.957878,-1.224807,-3.347658,-4.853896
-9.105091,0.122811,1.160556,6.455974,-0.658893,-2.387468,-4.41211
-8.969366,0.116492,1.22534,1.728156,-0.046429,-2.122634,-8.068441
-17.045465,0.312911,3.399694,4.88054,-0.720105,-1.85536,-11.027786
-17.09263,0.270979,4.1837,2.68106,-0.65135,-1.693706,-12.301948
-10.763034,0.174894,1.776206,1.045218,-0.024101,-0.08841,-7.879225
-14.666914,0.328045,2.182486,7.417694,-1.044043,-3.623609,-9.406341
-12.643554,0.162496,1.692695,4.0979,-0.430004,-0.921665,-8.042131
-9.64668,0.151073,1.562612,1.78928,-0.015267,-0.695349,-6.854331
-9.304903,0.186477,2.140353,4.868839,-0.550985,-0.905792,-3.56601
-16.226416,0.369753,3.900772,3.0243,-1.158276,-0.554216,-10.644084
-9.198807,0.150718,1.701741,2.414374,-2.410595,-2.801849,-10.144418
-10.339319,0.158779,3.765978,1.817383,-0.135404,-1.061725,-5.794308
-12.936028,0.294356,3.364105,2.594847,-0.084041,-0.047623,-6.814384
-16.014032,0.259834,2.347291,5.152718,-0.721543,-3.431942,-12.407675
-8.084579,0.16552,2.462454,1.822772,-0.053146,-0.370546,-4.057526
-15.488978,0.30529,3.067346,2.319837,-0.500103,-0.982162,-11.278769
-7.198854,0.085486,0.702373,1.966169,-0.000866,-0.038316,-4.484008
-5.876414,0.129667,0.482443,3.014987,-0.365123,-2.274362,-4.888801
-10.285897,0.165115,1.777922,3.921321,-2.051577,-1.58755,-8.060668
-7.577339,0.153957,0.606699,3.83102,-2.279419,-3.108809,-8.373892
-10.560837,0.18141,1.837431,5.561471,-1.174258,-3.087643,-7.242425
-9.029896,0.212217,1.629494,3.981175,-1.261343,-3.935365,-8.403719
-8.910273,0.149842,1.079446,3.109189,-0.823809,-2.579684,-7.975289
-10.944846,0.215749,1.50193,3.418492,-0.757129,-1.352865,-7.91867
-8.689984,0.14913,1.083433,3.256092,-0.890668,-2.262008,-7.354005
-14.326943,0.214637,3.539258,1.562258,-0.002296,-0.162887,-9.175972
-14.458702,0.20955,3.467559,1.313046,-1e-06,0,-9.468547
-12.503901,0.215983,3.914711,2.996451,-0.59917,-0.3237,-6.299627
-8.933533,0.205808,0.968998,2.309806,-0.508541,-0.922598,-6.880058
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,7.711884,-0.959578,-3.24954,3.40282346638529e+38
3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,-1.388985,3.40282346638529e+38
-7.956852,0.100638,0.755442,2.002696,0,-0.117545,-5.215621
-16.007622,0.328107,2.963892,3.74025,-0.516448,-2.332347,-11.824169
-13.340251,0.19461,2.998522,5.539207,-0.038596,-0.758451,-5.40496
-8.177271,0.147958,1.61574,1.326057,-0.190214,-1.150641,-6.42837
-8.558449,0.137152,2.131719,1.231969,-0.02919,-1.207179,-6.29398
-10.851339,0.339338,3.654894,1.746693,-0.158427,-0.319755,-5.588596
-6.59284,0.072875,0.650414,2.543798,-0.949745,-1.601975,-5.877473
-11.17522,0.315735,2.699623,2.580909,-0.707922,-1.031684,-7.318559
-16.628105,0.238449,2.752614,2.472889,-0.02306,-0.140749,-11.327962
-10.017196,0.138087,3.962497,3.180303,-0.257309,-1.026398,-4.020016
-13.941346,0.22422,3.263132,3.622389,-0.510262,-0.326404,-7.66827
